"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","805","500","0","9","17","143","1","135","0","54","1","135","89063","89063","0"
"nlsr1","2468","500","500","54","27","435","274","408","270","166","1","678","505596","269088","236508"
"nlsr2","1728","28","244","45","36","396","289","408","282","156","1","690","515944","269088","246856"
"nlsr3","1175","32","256","27","27","266","151","271","145","112","1","416","305677","178721","126956"
"nlsr4","920","15","15","27","27","278","146","272","140","98","1","412","301996","179392","122604"
"nlsr5","909","13","13","27","27","270","147","272","140","108","1","412","301909","179338","122571"
"nlsr6","1520","32","32","45","36","396","293","405","281","192","1","686","513335","267189","246146"
"nlsr7","913","15","15","27","27","280","141","269","139","100","1","408","299143","177455","121688"
"nlsr8","909","13","13","27","27","278","143","270","138","114","1","408","298929","178106","120823"
"nlsr9","916","16","16","27","27","274","144","270","142","122","1","412","302475","178126","124349"
"nlsr10","923","16","16","26","26","286","145","270","138","122","1","408","298971","178126","120845"
"sum","13186","1180","1120","341","304","3302","1874","3250","1815","1344","11","5065","3733038","2143692","1589346"
