"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","785","500","0","9","17","132","2","125","0","58","2","125","81076","81076","0"
"nlsr1","2364","500","500","54","27","396","258","378","251","176","2","629","462219","245121","217098"
"nlsr2","1662","32","280","45","36","357","272","378","262","179","2","640","471791","245106","226685"
"nlsr3","1072","29","220","27","27","244","140","252","133","116","2","385","278410","163414","114996"
"nlsr4","854","16","16","27","27","250","137","250","131","106","2","381","275483","162152","113331"
"nlsr5","854","16","16","27","27","246","139","250","133","130","2","383","277178","162152","115026"
"nlsr6","1396","29","29","46","37","357","263","375","260","162","2","635","468053","243228","224825"
"nlsr7","850","16","16","27","27","260","128","249","127","122","2","376","271316","161490","109826"
"nlsr8","856","16","16","27","27","264","131","250","125","116","2","375","270269","162152","108117"
"nlsr9","843","16","16","27","27","254","127","250","126","114","2","376","271130","162152","108978"
"nlsr10","832","13","13","27","26","252","126","249","126","110","2","375","270492","161490","109002"
"sum","12368","1183","1122","343","305","3012","1723","3006","1674","1389","22","4680","3397417","1949533","1447884"
