"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","738","500","0","9","18","107","1","103","0","58","1","103","66594","66594","0"
"nlsr1","2146","500","500","56","29","324","214","315","208","186","1","523","383147","203553","179594"
"nlsr2","1420","31","240","50","39","315","221","312","212","208","1","524","384664","201660","183004"
"nlsr3","993","32","260","29","28","208","117","208","111","124","1","319","230333","134440","95893"
"nlsr4","730","16","16","29","28","210","114","208","109","114","1","317","228579","134440","94139"
"nlsr5","724","15","15","29","28","216","109","208","104","140","2","312","224237","134440","89797"
"nlsr6","1201","32","32","48","37","300","224","312","216","208","1","528","388248","201660","186588"
"nlsr7","725","16","16","27","27","216","111","208","104","108","1","312","224237","134440","89797"
"nlsr8","719","15","15","27","28","216","107","207","104","142","1","311","223611","133814","89797"
"nlsr9","723","18","18","27","27","212","109","208","104","130","1","312","224237","134440","89797"
"nlsr10","725","14","14","27","27","220","112","207","104","142","1","311","223611","133814","89797"
"sum","10844","1189","1126","358","316","2544","1439","2496","1376","1560","12","3872","2801498","1613295","1188203"
