"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","712","497","0","10","19","98","0","88","0","72","1","88","57537","57537","0"
"nlsr1","1995","497","497","55","28","288","187","267","176","178","1","443","327840","174504","153336"
"nlsr2","1304","37","261","46","36","291","190","267","176","172","1","443","327840","174504","153336"
"nlsr3","871","33","236","28","28","186","94","178","88","114","2","266","193004","116336","76668"
"nlsr4","653","19","19","28","28","202","91","178","88","142","1","266","193004","116336","76668"
"nlsr5","648","18","18","28","28","198","94","176","88","134","1","264","191694","115026","76668"
"nlsr6","1053","33","33","47","38","279","180","267","176","182","1","443","327840","174504","153336"
"nlsr7","649","19","19","27","27","194","94","178","91","152","2","269","195576","116336","79240"
"nlsr8","645","18","18","27","28","192","93","178","91","154","1","269","195604","116336","79268"
"nlsr9","627","13","13","30","29","184","91","178","89","116","1","267","193866","116336","77530"
"nlsr10","635","20","20","29","28","184","89","176","89","136","1","265","192564","115026","77538"
"sum","9792","1204","1134","355","317","2296","1203","2131","1152","1552","13","3283","2396369","1392781","1003588"
