"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","752","499","0","9","18","117","0","109","0","66","1","109","71465","71465","0"
"nlsr1","2213","500","498","55","28","351","228","333","220","198","1","553","410124","218238","191886"
"nlsr2","1464","32","234","47","38","312","237","333","231","198","1","564","419718","218238","201480"
"nlsr3","1024","30","264","28","28","218","121","220","115","108","1","335","244512","144192","100320"
"nlsr4","772","17","17","27","29","228","118","222","114","118","1","336","244926","145492","99434"
"nlsr5","759","14","14","29","28","224","116","222","112","118","1","334","243133","145492","97641"
"nlsr6","1255","30","30","48","37","315","234","333","228","158","1","561","417065","218238","198827"
"nlsr7","775","17","17","29","28","238","114","222","110","113","1","332","241435","145492","95943"
"nlsr8","755","14","14","27","27","230","113","220","110","106","1","330","240173","144230","95943"
"nlsr9","760","16","16","29","27","228","114","220","110","104","1","330","240173","144230","95943"
"nlsr10","754","14","14","27","27","228","115","219","110","118","1","329","239523","143580","95943"
"sum","11283","1183","1118","355","315","2689","1510","2653","1460","1405","11","4113","3012247","1738887","1273360"
