"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","819","500","0","9","18","149","0","143","0","58","1","143","92397","92397","0"
"nlsr1","2559","500","500","55","28","459","294","435","288","180","1","723","529411","281043","248368"
"nlsr2","1810","29","235","47","38","423","305","435","298","166","1","733","537988","281043","256945"
"nlsr3","1229","31","265","28","28","270","161","290","156","116","1","446","321850","187362","134488"
"nlsr4","967","14","14","27","28","292","154","290","148","122","1","438","314968","187362","127606"
"nlsr5","969","15","15","29","28","288","156","288","150","108","1","438","315404","186044","129360"
"nlsr6","1601","31","31","48","37","411","307","435","301","163","1","736","540539","281043","259496"
"nlsr7","964","14","14","27","27","292","151","290","149","126","1","439","315830","187362","128468"
"nlsr8","975","15","15","28","27","294","157","290","149","126","1","439","315854","187362","128492"
"nlsr9","965","16","16","27","27","288","153","287","151","110","2","438","315655","185469","130186"
"nlsr10","962","15","15","27","27","288","153","288","149","118","1","437","314630","186112","128518"
"sum","13820","1180","1120","352","313","3454","1991","3471","1939","1393","12","5410","3914526","2242599","1671927"
