"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","772","500","0","9","18","126","1","118","0","62","1","118","75480","75480","0"
"nlsr1","2309","500","500","54","27","378","252","360","238","208","1","598","433974","230202","203772"
"nlsr2","1602","32","267","46","37","360","254","360","246","176","2","606","440834","230202","210632"
"nlsr3","1057","30","233","28","28","248","126","240","124","146","1","364","259641","153468","106173"
"nlsr4","826","19","19","28","28","236","132","240","124","132","1","364","259604","153468","106136"
"nlsr5","815","13","13","27","27","250","127","238","120","108","1","358","254963","152206","102757"
"nlsr6","1354","30","30","45","36","366","247","360","240","168","1","600","435704","230202","205502"
"nlsr7","829","19","19","27","27","236","133","240","128","132","1","368","263034","153468","109566"
"nlsr8","815","13","13","27","27","246","126","240","123","108","1","363","258820","153468","105352"
"nlsr9","822","15","15","28","27","246","128","240","123","98","2","363","258789","153468","105321"
"nlsr10","812","15","15","27","27","244","124","240","120","122","1","360","256213","153468","102745"
"sum","12013","1186","1124","346","309","2936","1650","2876","1586","1460","13","4462","3197056","1839100","1357956"
