"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","746","500","0","9","18","112","1","106","0","66","1","106","68843","68843","0"
"nlsr1","2170","500","499","55","28","327","228","321","212","206","1","533","392062","208422","183640"
"nlsr2","1454","33","244","45","36","330","227","321","218","228","1","539","397236","208422","188814"
"nlsr3","992","31","255","27","27","220","110","214","108","108","1","322","232475","138948","93527"
"nlsr4","748","17","17","27","27","226","113","212","109","128","1","321","232066","137654","94412"
"nlsr5","745","16","16","27","27","218","117","214","110","152","1","324","234228","138948","95280"
"nlsr6","1220","31","31","45","36","315","223","321","218","166","2","539","397241","208422","188819"
"nlsr7","742","17","17","27","27","222","113","212","107","128","1","319","230336","137654","92682"
"nlsr8","746","16","16","26","27","230","111","214","106","132","1","320","230768","138948","91820"
"nlsr9","734","14","14","27","26","216","114","214","109","114","3","323","233345","138948","94397"
"nlsr10","741","17","17","27","27","224","110","212","107","124","1","319","230356","137686","92670"
"sum","11038","1192","1126","342","306","2640","1467","2561","1404","1552","14","3965","2878956","1662895","1216061"
