"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","727","499","0","9","18","106","0","95","0","62","2","95","62018","62018","0"
"nlsr1","2085","499","499","54","27","318","205","291","192","210","2","483","356924","189870","167054"
"nlsr2","1340","30","224","47","37","318","201","291","192","188","2","483","356924","189870","167054"
"nlsr3","967","36","275","28","28","210","100","194","96","136","2","290","210107","126580","83527"
"nlsr4","678","15","15","27","28","202","102","193","96","114","2","289","209468","125941","83527"
"nlsr5","681","15","15","27","28","202","104","194","96","134","2","290","210107","126580","83527"
"nlsr6","1142","36","36","45","37","310","195","291","192","194","2","483","356924","189870","167054"
"nlsr7","669","15","15","29","27","190","101","192","100","124","2","292","212346","125314","87032"
"nlsr8","676","15","15","27","27","200","103","191","98","138","2","289","209964","124675","85289"
"nlsr9","682","19","19","27","27","194","103","192","101","134","2","293","213156","125314","87842"
"nlsr10","674","17","17","27","27","193","102","190","101","102","2","291","211864","124036","87828"
"sum","10321","1196","1130","347","311","2443","1316","2314","1264","1536","22","3578","2609802","1510068","1099734"
