"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","795","500","0","9","18","142","0","126","0","62","1","126","81077","81077","0"
"nlsr1","2398","500","500","56","29","423","257","381","252","210","1","633","461928","245202","216726"
"nlsr2","1651","29","239","46","38","387","271","381","260","178","1","641","468831","245202","223629"
"nlsr3","1139","32","261","29","28","252","144","254","139","150","1","393","283008","163468","119540"
"nlsr4","875","14","14","29","28","272","136","253","129","114","2","382","273769","162811","110958"
"nlsr5","864","15","15","29","27","256","137","254","131","121","1","385","276149","163468","112681"
"nlsr6","1433","32","32","48","36","363","279","381","262","182","1","643","470531","245202","225329"
"nlsr7","867","14","14","27","27","268","136","254","127","116","1","381","272695","163468","109227"
"nlsr8","870","15","15","27","26","268","137","254","128","120","1","382","273557","163468","110089"
"nlsr9","857","16","16","27","27","254","134","254","129","114","1","383","274409","163468","110941"
"nlsr10","864","16","16","27","26","264","134","254","127","100","1","381","272672","163468","109204"
"sum","12613","1183","1122","354","310","3149","1765","3046","1684","1467","12","4730","3408626","1960302","1448324"
