"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","759","499","0","9","18","120","0","113","0","72","2","113","73974","73974","0"
"nlsr1","2241","499","499","55","28","354","233","345","228","212","2","573","424456","225810","198646"
"nlsr2","1561","32","289","45","36","333","246","345","235","190","1","580","430515","225810","204705"
"nlsr3","986","29","210","27","27","222","121","230","120","118","1","350","255115","150540","104575"
"nlsr4","792","17","17","27","27","242","119","229","114","128","2","343","249198","149875","99323"
"nlsr5","781","15","15","27","27","232","119","230","116","100","1","346","251586","150540","101046"
"nlsr6","1293","29","29","45","36","330","244","345","235","164","1","580","430555","225810","204745"
"nlsr7","790","17","17","27","27","230","124","229","119","126","2","348","253532","149875","103657"
"nlsr8","780","15","15","26","27","230","122","228","117","102","2","345","251179","149278","101901"
"nlsr9","779","15","15","27","26","234","119","228","115","102","1","343","249477","149278","100199"
"nlsr10","782","14","14","27","27","234","121","228","117","112","2","345","251201","149278","101923"
"sum","11544","1181","1120","342","306","2761","1568","2750","1516","1426","17","4266","3120788","1800068","1320720"
