"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","733","499","0","9","17","110","1","97","0","56","2","97","63066","63066","0"
"nlsr1","2102","499","499","54","27","324","206","297","196","182","3","493","363009","193041","169968"
"nlsr2","1369","33","232","45","36","315","213","297","198","166","3","495","364766","193041","171725"
"nlsr3","970","35","267","27","27","206","108","198","102","128","3","300","217185","128694","88491"
"nlsr4","701","16","16","27","27","212","106","196","101","98","3","297","214933","127394","87539"
"nlsr5","700","17","17","27","27","206","108","198","100","114","3","298","215406","128694","86712"
"nlsr6","1158","35","35","45","36","294","213","297","203","166","3","500","369079","193041","176038"
"nlsr7","701","16","16","27","27","216","103","198","98","96","2","296","213678","128694","84984"
"nlsr8","701","17","17","27","27","214","103","198","98","126","2","296","213678","128694","84984"
"nlsr9","694","18","18","27","27","212","98","196","98","106","3","294","212416","127432","84984"
"nlsr10","695","17","17","26","27","214","101","195","98","112","3","293","211766","126782","84984"
"sum","10524","1202","1134","341","305","2523","1360","2367","1292","1350","30","3659","2658982","1538573","1120409"
