"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1881","499","499","27","27","273","126","373","56","1","1881"
"nlsr1","4651","998","998","81","81","797","399","1131","164","2","4651"
"nlsr2","3240","314","314","83","83","759","395","1131","160","1","3240"
"nlsr3","2261","245","245","56","56","521","272","753","112","1","2261"
"nlsr4","1814","34","34","56","56","504","263","753","112","2","1814"
"nlsr5","1814","32","32","54","54","512","263","754","112","1","1814"
"nlsr6","2756","54","54","81","81","783","409","1131","162","1","2756"
"nlsr7","1816","34","34","55","55","501","264","754","118","1","1816"
"nlsr8","1792","32","32","56","54","494","261","754","108","1","1792"
"nlsr9","1830","28","28","56","55","528","270","754","110","1","1830"
"nlsr10","1791","26","26","54","54","519","263","750","98","1","1791"
"sum","25646","2296","2296","659","656","6191","3185","9038","1312","13","25646"
