"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","791","499","0","9","18","141","0","124","0","56","1","124","80845","80845","0"
"nlsr1","2376","499","499","54","27","402","267","378","250","164","2","628","463467","246363","217104"
"nlsr2","1674","33","281","46","37","369","268","378","262","160","1","640","473899","246363","227536"
"nlsr3","1082","27","218","28","28","262","137","252","130","112","1","382","277065","164242","112823"
"nlsr4","863","17","17","28","28","254","136","252","131","112","2","383","278025","164242","113783"
"nlsr5","861","16","16","27","27","258","136","252","129","112","1","381","276259","164242","112017"
"nlsr6","1424","27","27","45","36","378","276","378","257","162","1","635","469538","246363","223175"
"nlsr7","867","17","17","27","28","256","139","252","131","118","1","383","278021","164242","113779"
"nlsr8","861","16","16","29","27","262","132","252","127","108","1","379","274565","164242","110323"
"nlsr9","879","14","14","29","27","280","137","252","126","110","1","378","273639","164242","109397"
"nlsr10","858","13","13","27","27","268","133","250","127","98","1","377","273283","162980","110303"
"sum","12536","1178","1118","349","310","3130","1761","3020","1670","1312","13","4690","3418606","1968366","1450240"
