"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum","sync_len"
"nlsr_pc","2299","502","500","28","27","348","193","597","74","28","2297","369951"
"nlsr1","6061","1006","1000","92","89","1138","614","1798","236","82","6055","1113141"
"nlsr2","4669","274","268","93","90","1203","610","1791","250","84","4663","1109217"
"nlsr3","4618","299","293","93","90","1184","607","1793","172","81","4612","1110735"
"nlsr4","2779","36","32","60","58","804","394","1192","144","55","2775","738402"
"nlsr5","2776","30","26","61","58","798","399","1194","150","56","2772","739478"
"nlsr6","2718","34","30","60","58","792","394","1194","96","56","2714","739901"
"nlsr7","2742","38","34","60","58","812","393","1194","94","55","2738","739478"
"sum","28662","2219","2183","547","528","7079","3604","10753","1216","497","28626","6660303"
