"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","792","500","0","9","17","139","0","127","0","56","1","127","82539","82539","0"
"nlsr1","2426","500","500","58","27","423","275","387","256","168","1","643","473298","251526","221772"
"nlsr2","1669","31","236","45","36","381","287","387","266","180","1","653","481816","251526","230290"
"nlsr3","1143","30","264","27","27","264","139","256","136","108","1","392","284108","166340","117768"
"nlsr4","893","15","15","27","27","278","141","258","132","118","1","390","282000","167684","114316"
"nlsr5","881","16","16","27","27","260","143","258","134","124","1","392","283737","167684","116053"
"nlsr6","1436","30","30","45","36","366","278","386","265","192","1","651","480407","250824","229583"
"nlsr7","877","15","15","27","27","268","138","254","133","106","1","387","280185","165028","115157"
"nlsr8","878","16","16","27","27","268","136","256","132","128","1","388","280772","166446","114326"
"nlsr9","870","14","14","27","27","270","133","255","130","134","1","385","278360","165750","112610"
"nlsr10","862","16","16","26","27","252","135","256","134","120","1","390","282480","166422","116058"
"sum","12727","1183","1122","345","305","3169","1805","3080","1718","1434","11","4798","3489702","2001769","1487933"
