"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","753","499","0","9","18","119","1","107","0","62","1","107","71429","71429","0"
"nlsr1","2215","499","499","58","28","354","234","327","216","200","1","543","409161","218199","190962"
"nlsr2","1498","33","271","48","37","327","234","327","221","196","1","548","413555","218199","195356"
"nlsr3","988","29","228","27","28","232","116","218","110","126","1","328","242678","145466","97212"
"nlsr4","744","16","16","27","27","222","113","214","109","132","2","323","239185","142858","96327"
"nlsr5","753","17","17","27","27","222","117","216","110","116","1","326","241412","144200","97212"
"nlsr6","1239","29","29","45","36","327","229","324","220","184","1","544","410777","216300","194477"
"nlsr7","740","16","16","27","27","214","114","214","112","102","3","326","241825","142836","98989"
"nlsr8","752","17","17","27","27","220","115","216","113","124","1","329","244053","144200","99853"
"nlsr9","746","15","15","27","27","226","113","214","109","128","1","323","239205","142858","96347"
"nlsr10","751","14","14","27","27","222","119","216","112","112","1","328","243196","144200","98996"
"sum","11179","1184","1122","349","309","2685","1505","2593","1432","1482","14","4025","2996476","1730745","1265731"
