"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","766","498","0","9","17","129","0","113","0","44","1","113","74494","74494","0"
"nlsr1","2259","498","498","55","27","372","238","345","226","146","2","571","425321","227358","197963"
"nlsr2","1537","31","248","45","36","360","242","342","233","152","2","575","429547","225459","204088"
"nlsr3","1038","31","250","27","27","236","121","228","118","104","1","346","253547","150254","103293"
"nlsr4","803","15","15","27","27","252","125","228","114","134","2","342","250157","150306","99851"
"nlsr5","795","16","16","27","27","248","119","228","114","98","2","342","250189","150306","99883"
"nlsr6","1313","31","31","45","36","351","244","345","230","150","2","575","428809","227397","201412"
"nlsr7","798","15","15","27","27","244","126","226","118","144","2","344","252434","149040","103394"
"nlsr8","795","16","16","27","27","240","124","226","119","114","1","345","253265","149040","104225"
"nlsr9","780","15","15","27","27","230","121","226","119","108","2","345","253163","148988","104175"
"nlsr10","786","16","16","26","27","232","123","226","120","104","2","346","254009","148988","105021"
"sum","11670","1182","1120","342","305","2894","1583","2733","1511","1298","19","4244","3124935","1801630","1323305"
