"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1796","500","500","27","27","232","111","332","66","1","1796"
"nlsr1","4569","1000","1000","90","90","690","408","1081","208","2","4569"
"nlsr2","3600","560","560","90","90","676","390","1045","188","1","3600"
"nlsr3","1797","0","0","59","59","461","321","782","114","1","1797"
"nlsr4","2526","60","60","90","90","671","343","1007","204","1","2526"
"nlsr5","2588","60","60","89","89","686","395","1041","166","2","2588"
"nlsr6","2810","0","0","90","90","689","554","1232","154","1","2810"
"nlsr7","1650","28","28","60","60","443","226","668","136","1","1650"
"nlsr8","1648","32","32","60","60","442","230","670","121","1","1648"
"nlsr9","1656","32","32","58","58","449","229","669","128","1","1656"
"nlsr10","2711","28","28","88","88","686","484","1154","154","1","2711"
"nlsr11","1869","0","0","58","58","449","361","826","116","1","1869"
"nlsr12","1606","28","28","58","58","426","222","667","118","1","1606"
"nlsr13","1594","32","32","57","57","414","225","666","110","1","1594"
"nlsr14","1612","32","32","55","55","416","226","669","126","1","1612"
"nlsr15","2600","28","28","83","83","653","432","1115","176","2","2600"
"sum","36632","2420","2420","1112","1112","8483","5157","13624","2285","19","36632"
