"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1826","500","500","27","27","249","113","339","70","1","1826"
"nlsr1","4511","1000","1000","88","88","732","358","1032","212","1","4511"
"nlsr2","2998","268","268","86","86","723","360","1032","174","1","2998"
"nlsr3","2231","292","292","58","58","469","241","688","132","1","2231"
"nlsr4","1672","24","24","56","55","484","242","688","98","1","1672"
"nlsr5","1685","34","34","57","57","462","238","684","118","1","1685"
"nlsr6","2595","62","62","82","82","689","354","1034","228","2","2595"
"nlsr7","1635","24","24","54","54","467","240","683","88","1","1635"
"nlsr8","1644","34","34","54","54","435","230","684","118","1","1644"
"nlsr9","1672","32","32","55","54","432","236","686","142","3","1672"
"nlsr10","1675","30","30","54","54","450","232","684","140","1","1675"
"sum","24144","2300","2300","671","669","5592","2844","8234","1520","14","24144"
