"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","768","500","0","9","18","128","0","113","0","70","1","113","74412","74412","0"
"nlsr1","2269","500","500","59","29","366","242","345","228","212","1","573","426641","227121","199520"
"nlsr2","1528","29","239","48","38","363","237","345","229","174","1","574","427485","227121","200364"
"nlsr3","1052","31","261","29","29","232","121","230","119","132","1","349","255573","151414","104159"
"nlsr4","791","12","12","28","28","246","121","230","114","98","1","344","251174","151414","99760"
"nlsr5","785","17","17","29","28","230","120","228","116","118","1","344","251663","150152","101511"
"nlsr6","1302","31","31","45","37","345","236","345","232","228","2","577","430131","227121","203010"
"nlsr7","782","12","12","27","27","234","125","228","117","88","1","345","252514","150152","102362"
"nlsr8","781","17","17","27","27","220","123","228","122","118","1","350","256824","150152","106672"
"nlsr9","786","16","16","27","27","224","126","228","122","142","3","350","256882","150142","106740"
"nlsr10","784","15","15","27","27","232","121","228","119","140","1","347","254282","150152","104130"
"sum","11628","1180","1120","355","315","2820","1572","2748","1518","1520","14","4266","3137581","1809353","1328228"
