"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","791","500","0","9","18","137","0","127","0","60","1","127","82686","82686","0"
"nlsr1","2394","500","500","55","28","411","262","384","254","170","2","638","470323","249951","220372"
"nlsr2","1664","30","253","45","36","387","271","384","258","168","2","642","473790","249951","223839"
"nlsr3","1119","31","247","27","27","258","138","256","135","104","2","391","283743","166634","117109"
"nlsr4","867","16","16","27","27","260","135","256","130","112","1","386","279450","166634","112816"
"nlsr5","868","14","14","27","27","268","136","254","128","126","2","382","276410","165350","111060"
"nlsr6","1441","31","31","45","36","378","274","384","262","176","1","646","477267","249951","227316"
"nlsr7","878","16","16","28","27","262","140","256","133","114","1","389","282035","166634","115401"
"nlsr8","872","14","14","28","28","264","136","256","132","142","2","388","281152","166634","114518"
"nlsr9","868","16","16","27","27","254","137","256","135","114","1","391","283793","166654","117139"
"nlsr10","862","15","15","27","27","256","133","256","133","144","1","389","282032","166634","115398"
"sum","12624","1183","1122","345","308","3135","1762","3069","1700","1430","16","4769","3472681","1997713","1474968"
