"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","733","499","0","9","18","109","0","98","0","70","1","98","63948","63948","0"
"nlsr1","2123","499","499","59","29","324","215","300","198","202","1","498","367879","195681","172198"
"nlsr2","1397","34","253","50","40","315","207","299","199","172","1","498","368100","195033","173067"
"nlsr3","960","33","246","29","29","216","110","198","99","128","1","297","215291","129192","86099"
"nlsr4","701","15","15","29","29","212","102","200","99","104","2","299","216553","130454","86099"
"nlsr5","712","19","19","29","28","210","106","200","101","104","1","301","218297","130454","87843"
"nlsr6","1172","33","33","48","38","312","211","297","200","190","1","497","367714","193788","173926"
"nlsr7","698","15","15","29","28","202","107","200","102","120","1","302","219156","130454","88702"
"nlsr8","711","19","19","27","28","194","117","200","107","108","1","307","223543","130454","93089"
"nlsr9","705","18","18","27","28","210","104","198","102","120","1","300","217874","129192","88682"
"nlsr10","699","15","15","27","28","216","101","198","99","130","1","297","215291","129192","86099"
"sum","10611","1199","1132","363","323","2520","1380","2388","1306","1448","12","3694","2693646","1557842","1135804"
