"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","774","500","0","10","18","128","0","118","0","66","1","118","76696","76696","0"
"nlsr1","2305","500","500","59","29","375","249","357","236","186","1","593","436453","231981","204472"
"nlsr2","1569","29","236","50","40","375","248","354","237","176","1","591","435431","230088","205343"
"nlsr3","1080","31","264","30","29","240","127","236","123","108","1","359","259931","153392","106539"
"nlsr4","820","13","13","30","30","252","127","236","119","118","1","355","256493","153392","103101"
"nlsr5","827","16","16","30","29","254","127","236","119","96","1","355","256504","153392","103112"
"nlsr6","1337","31","31","48","38","339","253","354","243","168","1","597","440602","230088","210514"
"nlsr7","817","13","13","29","29","246","129","236","122","122","1","358","259061","153392","105669"
"nlsr8","822","16","16","29","29","244","128","236","124","112","1","360","260791","153392","107399"
"nlsr9","808","16","16","27","28","232","128","236","125","96","1","361","261630","153392","108238"
"nlsr10","808","15","15","27","28","236","127","236","124","132","1","360","260817","153392","107425"
"sum","11967","1180","1120","369","327","2921","1643","2835","1572","1380","11","4407","3204409","1842597","1361812"
