"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","809","500","0","9","18","150","2","130","0","74","1","130","85207","85207","0"
"nlsr1","2453","500","500","55","28","432","283","393","262","220","1","655","485967","257583","228384"
"nlsr2","1729","29","259","45","36","414","285","392","269","206","1","661","491397","256929","234468"
"nlsr3","1147","31","241","27","27","274","149","262","136","110","1","398","290188","171722","118466"
"nlsr4","910","14","14","27","27","286","146","262","134","106","1","396","288519","171722","116797"
"nlsr5","907","15","15","27","27","280","145","262","136","110","1","398","290275","171722","118553"
"nlsr6","1480","31","31","45","36","390","284","393","270","146","1","663","492867","257583","235284"
"nlsr7","917","14","14","27","27","284","151","264","136","96","1","400","291534","172984","118550"
"nlsr8","907","15","15","26","27","276","147","264","137","100","1","401","292391","172984","119407"
"nlsr9","891","16","16","27","26","264","140","264","138","126","1","402","293190","172984","120206"
"nlsr10","896","15","15","27","27","266","145","264","137","92","1","401","292367","172984","119383"
"sum","13046","1180","1120","342","306","3316","1877","3150","1755","1386","11","4905","3593902","2064404","1529498"
