"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","788","500","0","9","18","132","1","128","0","62","1","128","82766","82766","0"
"nlsr1","2378","500","500","54","27","396","258","387","256","178","1","643","471047","250155","220892"
"nlsr2","1639","30","236","45","36","360","279","385","268","152","1","653","479984","248837","231147"
"nlsr3","1122","30","264","27","27","234","144","256","140","112","2","396","286123","165452","120671"
"nlsr4","866","15","15","28","27","252","137","258","134","104","1","392","282332","166770","115562"
"nlsr5","868","15","15","28","28","256","135","257","134","112","1","391","281699","166111","115588"
"nlsr6","1422","30","30","45","36","354","272","387","268","174","1","655","481262","250155","231107"
"nlsr7","863","15","15","27","27","266","129","256","128","118","1","384","275898","165452","110446"
"nlsr8","865","15","15","27","27","268","129","256","128","128","1","384","275978","165532","110446"
"nlsr9","851","14","14","25","26","260","128","256","128","118","1","384","275978","165532","110446"
"nlsr10","863","16","16","27","27","260","133","256","128","124","1","384","275978","165532","110446"
"sum","12525","1180","1120","342","306","3038","1745","3082","1712","1382","12","4794","3469045","1992294","1476751"
