"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","813","499","0","9","18","145","0","142","0","72","1","142","91371","91371","0"
"nlsr1","2537","499","499","57","28","441","295","432","286","214","2","718","523793","277941","245852"
"nlsr2","1787","29","238","48","37","402","304","432","297","160","1","729","533256","277941","255315"
"nlsr3","1223","31","261","27","28","274","160","288","154","150","2","442","317690","185294","132396"
"nlsr4","958","14","14","27","28","290","153","285","147","106","1","432","309740","183387","126353"
"nlsr5","952","15","15","27","28","278","154","286","149","94","2","435","312116","184032","128084"
"nlsr6","1580","31","31","45","36","405","306","429","297","206","2","726","531393","276048","255345"
"nlsr7","951","14","14","27","27","286","150","286","147","113","2","433","310409","184032","126377"
"nlsr8","952","15","15","27","27","286","148","286","148","92","1","434","311262","184032","127230"
"nlsr9","959","16","16","27","27","286","152","285","150","134","2","435","312325","183387","128938"
"nlsr10","948","15","15","27","27","284","147","286","147","126","2","433","310399","184032","126367"
"sum","13660","1178","1118","348","311","3377","1969","3437","1922","1467","18","5359","3863754","2211497","1652257"
