"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","811","500","0","9","18","144","0","140","0","68","1","140","90543","90543","0"
"nlsr1","2492","500","500","56","29","426","283","419","279","184","1","698","511761","270985","240776"
"nlsr2","1800","32","284","48","37","390","297","420","292","166","1","712","523609","271629","251980"
"nlsr3","1158","28","216","29","28","276","151","280","150","100","1","430","310535","181058","129477"
"nlsr4","945","17","17","28","27","274","155","280","147","116","1","427","307944","181086","126858"
"nlsr5","931","15","15","27","27","276","146","280","145","112","1","425","306251","181086","125165"
"nlsr6","1561","28","28","45","36","420","295","420","289","146","1","709","521052","271629","249423"
"nlsr7","940","17","17","27","26","292","141","278","142","134","1","420","302322","179798","122524"
"nlsr8","932","15","15","27","27","282","145","279","142","116","1","421","303026","180442","122584"
"nlsr9","945","14","14","27","27","298","143","280","142","106","1","422","303630","181086","122544"
"nlsr10","945","14","14","27","27","298","144","280","141","116","1","421","302747","181086","121661"
"sum","13460","1180","1120","350","309","3376","1900","3356","1869","1364","11","5225","3783420","2170428","1612992"
