"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","726","499","0","9","18","103","0","97","0","68","1","97","63392","63392","0"
"nlsr1","2097","499","499","58","29","315","207","294","196","198","1","490","362763","192141","170622"
"nlsr2","1337","31","217","48","38","306","206","294","197","176","1","491","363622","192141","171481"
"nlsr3","976","34","282","29","28","202","106","196","99","124","1","295","214285","128094","86191"
"nlsr4","690","16","16","27","28","206","102","196","99","96","1","295","214268","128094","86174"
"nlsr5","681","15","15","27","28","198","103","196","99","100","1","295","214264","128094","86170"
"nlsr6","1143","34","34","45","36","297","205","294","198","182","1","492","364485","192141","172344"
"nlsr7","689","16","16","27","27","198","108","196","101","92","1","297","215974","128094","87880"
"nlsr8","684","15","15","27","27","198","105","196","101","103","1","297","215992","128094","87898"
"nlsr9","688","18","18","27","27","203","100","194","101","134","1","295","214705","126784","87921"
"nlsr10","680","16","16","27","27","196","101","196","101","116","1","297","215989","128094","87895"
"sum","10391","1193","1128","351","313","2422","1343","2349","1292","1389","11","3641","2659739","1535163","1124576"
