"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","805","500","0","9","18","146","0","132","0","60","1","132","86001","86001","0"
"nlsr1","2468","500","500","58","29","429","284","402","266","180","2","668","492704","261834","230870"
"nlsr2","1731","31","252","48","38","393","291","399","279","194","1","678","502121","259941","242180"
"nlsr3","1152","29","248","29","27","256","153","266","144","106","1","410","298239","173294","124945"
"nlsr4","914","14","14","27","28","282","145","266","138","114","1","404","293084","173294","119790"
"nlsr5","912","17","17","27","27","268","150","265","141","136","2","406","295016","172648","122368"
"nlsr6","1474","29","29","45","37","375","283","399","277","142","1","676","500327","259941","240386"
"nlsr7","903","14","14","27","27","284","138","266","133","96","1","399","288729","173294","115435"
"nlsr8","912","17","17","27","27","282","141","266","135","128","1","401","290479","173294","117185"
"nlsr9","897","14","14","27","27","276","139","266","134","116","1","400","289605","173294","116311"
"nlsr10","896","15","15","27","27","274","138","265","135","88","2","400","289813","172648","117165"
"sum","13064","1180","1120","351","312","3265","1862","3192","1782","1360","14","4974","3626118","2079483","1546635"
