"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","773","500","0","9","17","130","1","116","0","52","1","116","75544","75544","0"
"nlsr1","2309","500","500","57","27","393","249","351","232","174","1","583","429843","228525","201318"
"nlsr2","1591","31","264","45","36","369","255","351","240","184","1","591","436782","228525","208257"
"nlsr3","1060","32","236","27","27","246","135","232","125","112","1","357","259497","151036","108461"
"nlsr4","822","16","16","27","27","258","127","232","119","144","1","351","254332","151088","103244"
"nlsr5","812","15","15","27","27","250","128","232","118","116","1","350","253461","151088","102373"
"nlsr6","1332","32","32","45","36","342","255","348","242","162","1","590","436607","226668","209939"
"nlsr7","822","16","16","27","27","262","125","232","117","143","1","349","252607","151088","101519"
"nlsr8","807","15","15","27","27","250","125","231","117","116","1","348","251990","150431","101559"
"nlsr9","801","16","16","27","27","244","120","232","119","112","1","351","254400","151112","103288"
"nlsr10","805","16","16","27","27","250","122","230","117","116","1","347","251335","149798","101537"
"sum","11934","1189","1126","345","305","2994","1642","2787","1546","1431","11","4333","3156398","1814903","1341495"
