"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","768","500","0","9","18","126","0","115","0","56","1","115","74729","74729","0"
"nlsr1","2291","500","500","54","27","375","251","351","233","194","1","584","429927","228060","201867"
"nlsr2","1593","32","272","45","36","378","244","351","235","164","1","586","431635","228045","203590"
"nlsr3","1029","28","228","27","27","236","129","234","120","150","1","354","256033","152040","103993"
"nlsr4","807","16","16","28","27","242","126","233","119","102","1","352","254497","151392","103105"
"nlsr5","813","16","16","28","28","248","124","234","119","104","1","353","255112","152040","103072"
"nlsr6","1333","28","28","46","37","363","246","351","234","206","1","585","430846","228060","202786"
"nlsr7","807","16","16","27","27","238","125","234","124","94","2","358","259476","152040","107436"
"nlsr8","804","16","16","27","27","234","128","232","124","102","1","356","258156","150778","107378"
"nlsr9","794","14","14","27","26","234","126","232","121","134","1","353","255649","150778","104871"
"nlsr10","802","14","14","27","27","238","129","232","121","128","1","353","255605","150778","104827"
"sum","11841","1180","1120","345","307","2912","1628","2799","1550","1434","12","4349","3161665","1818740","1342925"
