"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","757","500","0","9","18","119","1","110","0","54","1","110","71821","71821","0"
"nlsr1","2210","500","500","54","27","348","228","333","220","182","1","553","408736","217362","191374"
"nlsr2","1455","27","209","45","36","354","231","333","220","192","2","553","408736","217362","191374"
"nlsr3","1051","34","291","27","27","216","118","222","116","134","1","338","245779","144908","100871"
"nlsr4","758","13","13","28","27","232","114","219","112","134","1","331","240452","143006","97446"
"nlsr5","770","14","14","28","28","240","116","220","110","118","1","330","239329","143642","95687"
"nlsr6","1258","34","34","45","36","306","241","333","229","202","1","562","416528","217362","199166"
"nlsr7","761","13","13","27","27","230","118","220","113","130","1","333","241949","143642","98307"
"nlsr8","768","14","14","27","27","236","116","220","114","110","1","334","242822","143642","99180"
"nlsr9","761","17","17","27","26","224","117","220","113","138","2","333","241940","143642","98298"
"nlsr10","758","17","17","25","27","226","115","218","113","108","2","331","240653","142370","98283"
"sum","11307","1183","1122","342","306","2731","1515","2648","1460","1502","14","4108","2998745","1728759","1269986"
