"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","800","500","0","9","17","141","0","133","0","52","2","133","86921","86921","0"
"nlsr1","2456","500","500","55","27","426","275","405","268","178","2","673","497786","264672","233114"
"nlsr2","1739","30","255","45","36","408","285","405","275","178","2","680","503842","264672","239170"
"nlsr3","1147","30","245","27","27","258","147","270","143","130","2","413","300756","176448","124308"
"nlsr4","913","16","16","27","27","276","143","270","138","110","2","408","296437","176448","119989"
"nlsr5","904","14","14","27","27","270","144","270","138","130","2","408","296456","176448","120008"
"nlsr6","1496","30","30","45","36","387","286","405","277","177","2","682","505517","264672","240845"
"nlsr7","901","16","16","27","27","264","141","270","140","118","2","410","298185","176448","121737"
"nlsr8","897","14","14","27","27","272","137","269","137","120","2","406","294907","175776","119131"
"nlsr9","896","16","16","27","27","260","141","268","141","104","2","409","297796","175186","122610"
"nlsr10","892","14","14","26","27","264","140","268","139","116","2","407","296025","175186","120839"
"sum","13041","1180","1120","342","305","3226","1839","3233","1796","1413","22","5029","3674628","2112877","1561751"
