"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","801","500","0","9","18","144","1","129","0","76","1","129","84283","84283","0"
"nlsr1","2421","500","500","56","29","411","277","390","258","218","1","648","479190","254784","224406"
"nlsr2","1705","33","262","46","38","384","285","390","267","198","1","657","487003","254784","232219"
"nlsr3","1126","27","238","29","28","268","143","260","133","128","1","393","285506","169856","115650"
"nlsr4","891","17","17","29","27","266","141","260","134","134","1","394","286427","169856","116571"
"nlsr5","895","16","16","29","27","280","136","260","131","118","1","391","283765","169856","113909"
"nlsr6","1462","27","27","45","36","396","278","390","263","160","1","653","483524","254784","228740"
"nlsr7","885","17","17","27","27","262","140","258","137","128","1","395","287732","168566","119166"
"nlsr8","882","16","16","27","26","260","141","260","136","119","1","396","288089","169856","118233"
"nlsr9","880","15","15","27","27","260","141","260","135","100","1","395","287251","169856","117395"
"nlsr10","882","12","12","27","26","270","143","260","132","116","1","392","284642","169856","114786"
"sum","12830","1180","1120","351","309","3201","1826","3117","1726","1495","11","4843","3537412","2036337","1501075"
