"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","745","498","0","9","18","117","0","103","0","60","2","103","66850","66850","0"
"nlsr1","2154","498","498","54","27","345","217","309","206","174","2","515","378982","200550","178432"
"nlsr2","1422","29","250","45","36","333","214","309","206","150","2","515","378982","200550","178432"
"nlsr3","976","31","248","27","27","226","110","204","103","126","2","307","221662","132446","89216"
"nlsr4","722","16","16","27","27","222","105","206","103","116","2","309","222916","133700","89216"
"nlsr5","714","13","13","27","27","220","107","204","103","106","2","307","221662","132446","89216"
"nlsr6","1206","31","31","46","37","327","219","309","206","174","2","515","378982","200550","178432"
"nlsr7","718","16","16","27","27","208","109","206","109","128","1","315","228061","133700","94361"
"nlsr8","709","13","13","27","27","210","108","204","107","112","2","311","225133","132446","92687"
"nlsr9","722","17","17","27","27","204","113","206","111","108","2","317","229901","133700","96201"
"nlsr10","718","14","14","27","27","208","114","206","108","98","2","314","227223","133700","93523"
"sum","10806","1176","1116","343","307","2620","1416","2466","1362","1352","21","3828","2780354","1600638","1179716"
