"","No.","Time","Source","Destination","Protocol","Length","Info"
"11062",1106,1634000861.15111,"172.17.0.11","172.17.0.7","UDP (NDN)",815,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0E/35=%00%00%01%7Cr%0Aw%DA/33=%00"
"11171",1117,1634000862.17232,"172.17.0.11","172.17.0.16","UDP (NDN)",696,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%0B/35=%00%00%01%7Cr%0A%7B%DA/33=%00"
"11191",1119,1634000862.17635,"172.17.0.11","172.17.0.7","UDP (NDN)",696,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%0B/35=%00%00%01%7Cr%0A%7B%DA/33=%00"
"11342",1134,1634000864.83935,"172.17.0.11","172.17.0.16","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%0F/35=%00%00%01%7Cr%0A%86D/33=%00"
"11481",1148,1634000875.29564,"172.17.0.11","172.17.0.16","UDP (NDN)",823,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0C/35=%00%00%01%7Cr%0A%AB0/33=%00"
"11742",1174,1634000877.06313,"172.17.0.11","172.17.0.16","UDP (NDN)",684,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%0B/35=%00%00%01%7Cr%0A%B2%17/33=%00"
"1176",1176,1634000878.0215,"172.17.0.11","172.17.0.16","UDP (NDN)",453,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router5/NAME/%04/35=%00%00%01%7Cr%0A%B5%D4/33=%00"
"11872",1187,1634000878.05681,"172.17.0.11","172.17.0.7","UDP (NDN)",849,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%0F/35=%00%00%01%7Cr%0A%B9%E7/33=%00"
"1205",1205,1634000887.64861,"172.17.0.11","172.17.0.16","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0B/35=%00%00%01%7Cr%0A%DFR/33=%00"
"12161",1216,1634000891.35781,"172.17.0.11","172.17.0.7","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%10/35=%00%00%01%7Cr%0A%ED%DB/33=%00"
"12361",1236,1634000901.06923,"172.17.0.11","172.17.0.16","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0C/35=%00%00%01%7Cr%0B%13%B4/33=%00"
"12501",1250,1634000905.82589,"172.17.0.11","172.17.0.16","UDP (NDN)",857,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0D/35=%00%00%01%7Cr%0B%22s/33=%00"
"1262",1262,1634000908.25616,"172.17.0.11","172.17.0.16","UDP (NDN)",695,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%0B/35=%00%00%01%7Cr%0B%2F%D7/33=%00"
"12741",1274,1634000908.3176,"172.17.0.11","172.17.0.16","UDP (NDN)",557,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router4/NAME/%07/35=%00%00%01%7Cr%0B0%11/33=%00"
"12901",1290,1634000914.38388,"172.17.0.11","172.17.0.16","UDP (NDN)",833,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%10/35=%00%00%01%7Cr%0BG%C3/33=%00"
"1301",1301,1634000918.05723,"172.17.0.11","172.17.0.7","UDP (NDN)",919,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%11/35=%00%00%01%7Cr%0BV%27/33=%00"
"1316",1316,1634000927.66599,"172.17.0.11","172.17.0.16","UDP (NDN)",797,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%11/35=%00%00%01%7Cr%0B%7B%AD/33=%00"
"13331",1333,1634000932.4522,"172.17.0.11","172.17.0.16","UDP (NDN)",893,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0E/35=%00%00%01%7Cr%0B%8A%7C/33=%00"
"13441",1344,1634000941.12905,"172.17.0.11","172.17.0.7","UDP (NDN)",884,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%12/35=%00%00%01%7Cr%0B%B0F/33=%00"
"1358",1358,1634000944.8428,"172.17.0.11","172.17.0.16","UDP (NDN)",831,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%12/35=%00%00%01%7Cr%0B%BE%C2/33=%00"
"13821",1382,1634000955.60691,"172.17.0.11","172.17.0.16","UDP (NDN)",770,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0D/35=%00%00%01%7Cr%0B%E4%E7/33=%00"
"1397",1397,1634000959.35936,"172.17.0.11","172.17.0.16","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%13/35=%00%00%01%7Cr%0B%F3%94/33=%00"
"14191",1419,1634000968.15274,"172.17.0.11","172.17.0.7","UDP (NDN)",849,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%13/35=%00%00%01%7Cr%0C%19%D7/33=%00"
"1436",1436,1634000972.87374,"172.17.0.11","172.17.0.16","UDP (NDN)",928,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%0F/35=%00%00%01%7Cr%0C%28X/33=%00"
"14501",1450,1634000981.65343,"172.17.0.11","172.17.0.16","UDP (NDN)",831,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%14/35=%00%00%01%7Cr%0CN%92/33=%00"
"1464",1464,1634000985.4048,"172.17.0.11","172.17.0.16","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0E/35=%00%00%01%7Cr%0C%5D4/33=%00"
"14762",1476,1634000995.22445,"172.17.0.11","172.17.0.16","UDP (NDN)",771,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%0F/35=%00%00%01%7Cr%0C%83%8D/33=%00"
"14881",1488,1634000998.91638,"172.17.0.11","172.17.0.16","UDP (NDN)",963,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%10/35=%00%00%01%7Cr%0C%91%F8/33=%00"
"15052",1505,1634001008.77581,"172.17.0.11","172.17.0.7","UDP (NDN)",814,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%14/35=%00%00%01%7Cr%0C%B8%86/33=%00"
"15171",1517,1634001012.54089,"172.17.0.11","172.17.0.16","UDP (NDN)",806,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%10/35=%00%00%01%7Cr%0C%C7%2F/33=%00"
"15361",1536,1634001022.44159,"172.17.0.11","172.17.0.7","UDP (NDN)",779,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%15/35=%00%00%01%7Cr%0C%ED%E7/33=%00"
"1550",1550,1634001026.14421,"172.17.0.11","172.17.0.16","UDP (NDN)",867,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%15/35=%00%00%01%7Cr%0C%FC%5C/33=%00"
"1562",1562,1634001036.29176,"172.17.0.11","172.17.0.16","UDP (NDN)",928,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%11/35=%00%00%01%7Cr%0D%23%F4/33=%00"
"1574",1574,1634001040.00181,"172.17.0.11","172.17.0.16","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%11/35=%00%00%01%7Cr%0D2u/33=%00"
"1595",1595,1634001051.05248,"172.17.0.11","172.17.0.16","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%12/35=%00%00%01%7Cr%0DY%BF/33=%00"
"16111",1611,1634001054.75541,"172.17.0.11","172.17.0.16","UDP (NDN)",901,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%16/35=%00%00%01%7Cr%0Dh8/33=%00"
"1628",1628,1634001064.86388,"172.17.0.11","172.17.0.7","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7Cr%0D%8F%B5/33=%00"
"16291",1629,1634001064.86409,"172.17.0.11","172.17.0.16","UDP (NDN)",866,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%17/35=%00%00%01%7Cr%0D%8F%B5/33=%00"
"16412",1641,1634001067.55617,"172.17.0.11","172.17.0.16","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%13/35=%00%00%01%7Cr%0D%9E%19/33=%00"
"16571",1657,1634001078.02964,"172.17.0.11","172.17.0.16","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%14/35=%00%00%01%7Cr%0D%C7%03/33=%00"
"1673",1673,1634001081.68288,"172.17.0.11","172.17.0.16","UDP (NDN)",902,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%18/35=%00%00%01%7Cr%0D%D5P/33=%00"
"1687",1687,1634001092.09717,"172.17.0.11","172.17.0.16","UDP (NDN)",893,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%12/35=%00%00%01%7Cr%0D%FD%F1/33=%00"
"17032",1703,1634001096.77291,"172.17.0.11","172.17.0.16","UDP (NDN)",841,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%15/35=%00%00%01%7Cr%0E%0CL/33=%00"
"17214",1721,1634001106.28513,"172.17.0.11","172.17.0.16","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%16/35=%00%00%01%7Cr%0E5Z/33=%00"
"17331",1733,1634001109.99674,"172.17.0.11","172.17.0.16","UDP (NDN)",927,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%13/35=%00%00%01%7Cr%0EC%DD/33=%00"
"17451",1745,1634001120.58323,"172.17.0.11","172.17.0.7","UDP (NDN)",743,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%16/35=%00%00%01%7Cr%0EmF/33=%00"
"17631",1763,1634001125.27736,"172.17.0.11","172.17.0.16","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7Cr%0E%7B%B2/33=%00"
"1764",1764,1634001125.27877,"172.17.0.11","172.17.0.7","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7Cr%0E%7B%B2/33=%00"
"1765",1765,1634001125.27889,"172.17.0.11","172.17.0.16","UDP (NDN)",937,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%19/35=%00%00%01%7Cr%0E%7B%B2/33=%00"
"17811",1781,1634001134.90605,"172.17.0.11","172.17.0.16","UDP (NDN)",771,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%17/35=%00%00%01%7Cr%0E%A5./33=%00"
"1796",1796,1634001139.59938,"172.17.0.11","172.17.0.16","UDP (NDN)",962,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%14/35=%00%00%01%7Cr%0E%B3%A0/33=%00"
"17981",1798,1634001139.60044,"172.17.0.11","172.17.0.16","UDP (NDN)",962,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%14/35=%00%00%01%7Cr%0E%B3%A0/33=%00"
"18151",1815,1634001148.87564,"172.17.0.11","172.17.0.7","UDP (NDN)",709,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%17/35=%00%00%01%7Cr%0E%DB%C9/33=%00"
"18281",1828,1634001153.5735,"172.17.0.11","172.17.0.7","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1A/35=%00%00%01%7Cr%0E%EA9/33=%00"
"18291",1829,1634001153.57359,"172.17.0.11","172.17.0.16","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1A/35=%00%00%01%7Cr%0E%EA9/33=%00"
"18471",1847,1634001163.88797,"172.17.0.11","172.17.0.16","UDP (NDN)",734,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%18/35=%00%00%01%7Cr%0F%12%80/33=%00"
"1859",1859,1634001166.59063,"172.17.0.11","172.17.0.16","UDP (NDN)",1007,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1B/35=%00%00%01%7Cr%0F%20%FB/33=%00"
"18731",1873,1634001177.18532,"172.17.0.11","172.17.0.16","UDP (NDN)",971,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1C/35=%00%00%01%7Cr%0FJ%5D/33=%00"
"18891",1889,1634001181.8972,"172.17.0.11","172.17.0.16","UDP (NDN)",771,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%19/35=%00%00%01%7Cr%0FX%D2/33=%00"
"1906",1906,1634001190.84801,"172.17.0.11","172.17.0.7","UDP (NDN)",673,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%18/35=%00%00%01%7Cr%0F%7F%BD/33=%00"
"1919",1919,1634001194.60684,"172.17.0.11","172.17.0.16","UDP (NDN)",1007,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1D/35=%00%00%01%7Cr%0F%8Ei/33=%00"
"1943",1943,1634001205.81172,"172.17.0.11","172.17.0.16","UDP (NDN)",972,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%1E/35=%00%00%01%7Cr%0F%B6G/33=%00"
"19541",1954,1634001208.52612,"172.17.0.11","172.17.0.7","UDP (NDN)",708,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%19/35=%00%00%01%7Cr%0F%C4%CA/33=%00"
"1967",1967,1634001219.53436,"172.17.0.11","172.17.0.16","UDP (NDN)",929,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%15/35=%00%00%01%7Cr%0F%EB%DC/33=%00"
"19871",1987,1634001223.23052,"172.17.0.11","172.17.0.16","UDP (NDN)",804,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1A/35=%00%00%01%7Cr%0F%FAN/33=%00"
"2006",2006,1634001233.88025,"172.17.0.11","172.17.0.16","UDP (NDN)",892,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%16/35=%00%00%01%7Cr%10%23%E7/33=%00"
"20181",2018,1634001236.5991,"172.17.0.11","172.17.0.16","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1B/35=%00%00%01%7Cr%102n/33=%00"
"20351",2035,1634001247.09303,"172.17.0.11","172.17.0.7","UDP (NDN)",673,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server4/NAME/%1A/35=%00%00%01%7Cr%10%5Br/33=%00"
"2047",2047,1634001250.77969,"172.17.0.11","172.17.0.16","UDP (NDN)",875,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1C/35=%00%00%01%7Cr%10i%CE/33=%00"
"2065",2065,1634001261.50919,"172.17.0.11","172.17.0.16","UDP (NDN)",840,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%1D/35=%00%00%01%7Cr%10%93%B9/33=%00"
"3471",347,1634002157.68456,"172.17.0.12","172.17.0.2","UDP (NDN)",868,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%09/35=%00%00%01%7Cr%1E%3C%84/33=%00"
"337",33,1634002108.76163,"172.17.0.2","172.17.0.3","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%02/35=%00%00%01%7Cr%1D%81V/33=%00"
"354",35,1634002108.76222,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%02/35=%00%00%01%7Cr%1D%81V/33=%00"
"6210",62,1634002111.35811,"172.17.0.2","172.17.0.3","UDP (NDN)",384,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%02/35=%00%00%01%7Cr%1D%8Bw/33=%00"
"6310",63,1634002111.35912,"172.17.0.2","172.17.0.12","UDP (NDN)",384,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router10/NAME/%02/35=%00%00%01%7Cr%1D%8Bw/33=%00"
"79",79,1634002111.42589,"172.17.0.2","172.17.0.3","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router3/NAME/%02/35=%00%00%01%7Cr%1D%8B%BF/33=%00"
"807",80,1634002111.42611,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router3/NAME/%02/35=%00%00%01%7Cr%1D%8B%BF/33=%00"
"973",97,1634002111.52147,"172.17.0.2","172.17.0.3","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router6/NAME/%02/35=%00%00%01%7Cr%1D%8C%1C/33=%00"
"982",98,1634002111.52158,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router6/NAME/%02/35=%00%00%01%7Cr%1D%8C%1C/33=%00"
"1261",126,1634002113.33203,"172.17.0.2","172.17.0.12","UDP (NDN)",832,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7Cr%1D%93%1B/33=%00"
"1278",127,1634002113.33307,"172.17.0.2","172.17.0.3","UDP (NDN)",832,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7Cr%1D%93%1B/33=%00"
"1284",128,1634002113.33311,"172.17.0.2","172.17.0.4","UDP (NDN)",832,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server3/NAME/%08/35=%00%00%01%7Cr%1D%93%1B/33=%00"
"1526",152,1634002113.67981,"172.17.0.2","172.17.0.4","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%02/35=%00%00%01%7Cr%1D%94%8A/33=%00"
"1533",153,1634002113.6799,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%02/35=%00%00%01%7Cr%1D%94%8A/33=%00"
"1793",179,1634002116.85199,"172.17.0.2","172.17.0.4","UDP (NDN)",893,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7Cr%1D%A0%EF/33=%00"
"1851",185,1634002117.8527,"172.17.0.2","172.17.0.3","UDP (NDN)",893,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7Cr%1D%A0%EF/33=%00"
"18610",186,1634002117.85281,"172.17.0.2","172.17.0.12","UDP (NDN)",893,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%08/35=%00%00%01%7Cr%1D%A0%EF/33=%00"
"2091",209,1634002118.98081,"172.17.0.2","172.17.0.3","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router6/NAME/%03/35=%00%00%01%7Cr%1D%A9%3D/33=%00"
"210",210,1634002118.9815,"172.17.0.2","172.17.0.12","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router6/NAME/%03/35=%00%00%01%7Cr%1D%A9%3D/33=%00"
"225",225,1634002119.45676,"172.17.0.2","172.17.0.12","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router3/NAME/%03/35=%00%00%01%7Cr%1D%AB%1E/33=%00"
"2434",243,1634002119.68634,"172.17.0.2","172.17.0.3","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%03/35=%00%00%01%7Cr%1D%AB%F8/33=%00"
"2446",244,1634002119.68704,"172.17.0.2","172.17.0.12","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%03/35=%00%00%01%7Cr%1D%AB%F8/33=%00"
"2505",250,1634002120.45742,"172.17.0.2","172.17.0.3","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router3/NAME/%03/35=%00%00%01%7Cr%1D%AB%1E/33=%00"
"2731",273,1634002120.97703,"172.17.0.2","172.17.0.4","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router5/NAME/%02/35=%00%00%01%7Cr%1D%B1%0D/33=%00"
"274",274,1634002120.97712,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router5/NAME/%02/35=%00%00%01%7Cr%1D%B1%0D/33=%00"
"2911",291,1634002121.1078,"172.17.0.2","172.17.0.4","UDP (NDN)",381,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%02/35=%00%00%01%7Cr%1D%B1%91/33=%00"
"292",292,1634002121.10788,"172.17.0.2","172.17.0.12","UDP (NDN)",381,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%02/35=%00%00%01%7Cr%1D%B1%91/33=%00"
"308",308,1634002121.13334,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router2/NAME/%02/35=%00%00%01%7Cr%1D%B1%A3/33=%00"
"316",316,1634002122.12959,"172.17.0.2","172.17.0.4","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router2/NAME/%02/35=%00%00%01%7Cr%1D%B1%A3/33=%00"
"3422",342,1634002124.0477,"172.17.0.2","172.17.0.3","UDP (NDN)",418,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%03/35=%00%00%01%7Cr%1D%BC%FF/33=%00"
"3431",343,1634002124.04776,"172.17.0.2","172.17.0.4","UDP (NDN)",418,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%03/35=%00%00%01%7Cr%1D%BC%FF/33=%00"
"344",344,1634002124.04784,"172.17.0.2","172.17.0.12","UDP (NDN)",418,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%03/35=%00%00%01%7Cr%1D%BC%FF/33=%00"
"3602",360,1634002124.23183,"172.17.0.2","172.17.0.4","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router2/NAME/%03/35=%00%00%01%7Cr%1D%BD%C5/33=%00"
"3612",361,1634002124.23193,"172.17.0.2","172.17.0.12","UDP (NDN)",416,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router2/NAME/%03/35=%00%00%01%7Cr%1D%BD%C5/33=%00"
"3902",390,1634002126.25811,"172.17.0.2","172.17.0.4","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7Cr%1D%C5%AA/33=%00"
"3912",391,1634002126.25819,"172.17.0.2","172.17.0.12","UDP (NDN)",805,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server2/NAME/%08/35=%00%00%01%7Cr%1D%C5%AA/33=%00"
"4082",408,1634002126.52129,"172.17.0.2","172.17.0.4","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router4/NAME/%02/35=%00%00%01%7Cr%1D%C6%B5/33=%00"
"409",409,1634002126.52144,"172.17.0.2","172.17.0.12","UDP (NDN)",382,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router4/NAME/%02/35=%00%00%01%7Cr%1D%C6%B5/33=%00"
"426",426,1634002126.66809,"172.17.0.2","172.17.0.4","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%03/35=%00%00%01%7Cr%1D%C7%3E/33=%00"
"4272",427,1634002126.6682,"172.17.0.2","172.17.0.12","UDP (NDN)",417,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router7/NAME/%03/35=%00%00%01%7Cr%1D%C7%3E/33=%00"
"4514",451,1634002128.91104,"172.17.0.2","172.17.0.3","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router3/NAME/%04/35=%00%00%01%7Cr%1D%D0%09/33=%00"
"452",452,1634002128.9112,"172.17.0.2","172.17.0.12","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router3/NAME/%04/35=%00%00%01%7Cr%1D%D0%09/33=%00"
"4713",471,1634002129.01308,"172.17.0.2","172.17.0.12","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%04/35=%00%00%01%7Cr%1D%D0l/33=%00"
"4742",474,1634002129.018,"172.17.0.2","172.17.0.3","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router9/NAME/%04/35=%00%00%01%7Cr%1D%D0l/33=%00"
"4912",491,1634002129.95031,"172.17.0.2","172.17.0.4","UDP (NDN)",928,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7Cr%1D%D3%FC/33=%00"
"4921",492,1634002129.95043,"172.17.0.2","172.17.0.12","UDP (NDN)",928,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/server1/NAME/%09/35=%00%00%01%7Cr%1D%D3%FC/33=%00"
"525",525,1634002133.6703,"172.17.0.2","172.17.0.4","UDP (NDN)",453,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%04/35=%00%00%01%7Cr%1D%E2%A1/33=%00"
"5262",526,1634002133.67035,"172.17.0.2","172.17.0.12","UDP (NDN)",453,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router8/NAME/%04/35=%00%00%01%7Cr%1D%E2%A1/33=%00"
"5421",542,1634002134.05281,"172.17.0.2","172.17.0.4","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router2/NAME/%04/35=%00%00%01%7Cr%1D%E4%23/33=%00"
"5431",543,1634002134.05291,"172.17.0.2","172.17.0.12","UDP (NDN)",452,"Data /localhop/ndn/nlsr/LSA/edu/usalp/%C1.Router/router2/NAME/%04/35=%00%00%01%7Cr%1D%E4%23/33=%00"
