"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","812","500","0","9","18","145","0","140","0","60","1","140","89868","89868","0"
"nlsr1","2506","500","500","56","29","432","287","422","280","212","1","702","511221","270875","240346"
"nlsr2","1814","32","268","49","39","411","298","423","294","184","1","717","523904","271497","252407"
"nlsr3","1171","28","232","29","28","270","151","282","151","158","1","433","310695","180998","129697"
"nlsr4","948","15","15","29","28","282","151","282","146","124","1","428","306309","180998","125311"
"nlsr5","957","17","17","29","27","284","153","282","148","112","1","430","308057","180998","127059"
"nlsr6","1550","28","28","45","36","399","298","423","293","214","1","716","523157","271575","251582"
"nlsr7","937","15","15","27","27","286","144","281","142","134","1","423","302250","180376","121874"
"nlsr8","958","17","17","27","28","292","150","282","145","114","1","427","305466","180998","124468"
"nlsr9","941","14","14","27","27","288","146","282","143","114","1","425","303856","181050","122806"
"nlsr10","931","14","14","27","27","286","141","280","142","132","1","422","301731","179806","121925"
"sum","13525","1180","1120","354","314","3375","1919","3379","1884","1558","11","5263","3786514","2169039","1617475"
