"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","781","500","0","9","18","132","0","122","0","72","1","122","79361","79361","0"
"nlsr1","2353","500","500","55","28","390","267","369","244","216","1","613","451646","240048","211598"
"nlsr2","1631","32","260","45","36","363","273","369","253","162","1","622","459431","240048","219383"
"nlsr3","1086","31","240","27","27","254","133","246","128","128","1","374","270966","160032","110934"
"nlsr4","856","18","18","27","27","250","140","246","130","100","1","376","272751","160032","112719"
"nlsr5","837","14","14","27","27","254","130","246","125","108","1","371","268411","160032","108379"
"nlsr6","1395","31","31","45","36","366","268","369","249","164","1","618","455943","240048","215895"
"nlsr7","851","18","18","28","28","262","127","246","124","115","1","370","267561","160032","107529"
"nlsr8","841","14","14","27","27","260","128","246","125","130","1","371","268395","160032","108363"
"nlsr9","843","17","17","27","27","252","131","246","126","110","1","372","269280","160032","109248"
"nlsr10","842","14","14","27","27","258","132","246","124","112","1","370","267565","160032","107533"
"sum","12316","1189","1126","344","308","3041","1729","2951","1628","1417","11","4579","3331310","1919729","1411581"
