"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","729","499","0","9","18","106","0","97","0","76","1","97","63613","63613","0"
"nlsr1","2096","499","499","56","29","315","210","294","194","224","1","488","362034","192732","169302"
"nlsr2","1357","33","237","49","38","300","206","294","200","186","1","494","367213","192732","174481"
"nlsr3","956","31","262","29","28","214","101","194","97","138","1","291","211877","127226","84651"
"nlsr4","686","12","12","29","28","208","103","196","98","98","1","294","214026","128488","85538"
"nlsr5","696","21","21","27","27","206","101","196","97","110","1","293","213139","128488","84651"
"nlsr6","1141","31","31","45","36","312","200","291","195","196","1","486","361023","190839","170184"
"nlsr7","681","12","12","27","27","206","103","196","98","86","1","294","214020","128488","85532"
"nlsr8","698","21","21","27","27","198","107","196","101","120","1","297","216635","128488","88147"
"nlsr9","689","15","15","27","27","210","103","194","98","140","1","292","212747","127226","85521"
"nlsr10","684","16","16","27","27","202","102","194","100","128","1","294","214472","127226","87246"
"sum","10413","1190","1126","352","312","2477","1336","2342","1278","1502","11","3620","2650799","1535546","1115253"
