"name","LSA_interest0","LSA_interest1","LSA_interest2","LSA_interest3","LSA_interest4","LSA_interest5","LSA_interest6","LSA_interest7","LSA_interest8","LSA_interest9","LSA_interest10"
"nlsr_pc",1,1.08411214953271,1.13084112149533,1.18691588785047,1.20093457943925,1.34579439252336,1.34579439252336,1.47196261682243,1.54672897196262,1.61682242990654,1.67757009345794
"nlsr1",1,1.078125,1.13125,1.19375,1.1796875,1.3328125,1.334375,1.4578125,1.5234375,1.58125,1.640625
"nlsr2",1,1.06122448979592,1.11616954474097,1.17739403453689,1.14442700156986,1.26530612244898,1.30298273155416,1.39403453689168,1.43956043956044,1.47409733124019,1.54160125588697
"nlsr3",1,1.0872641509434,1.14622641509434,1.20990566037736,1.18632075471698,1.36084905660377,1.33490566037736,1.49292452830189,1.55424528301887,1.61320754716981,1.67452830188679
"nlsr4",1,1.06339144215531,1.12678288431062,1.19809825673534,1.17908082408875,1.29793977812995,1.29477020602219,1.41996830427892,1.50871632329635,1.51188589540412,1.60697305863708
"nlsr5",1,1.071875,1.10625,1.1734375,1.1546875,1.2953125,1.309375,1.425,1.434375,1.521875,1.553125
"nlsr6",1,1.08675078864353,1.14195583596215,1.21451104100946,1.17981072555205,1.36119873817035,1.33123028391167,1.5,1.5410094637224,1.59463722397476,1.66719242902208
"nlsr7",1,1.0547619047619,1.12142857142857,1.20952380952381,1.2,1.33571428571429,1.31666666666667,1.43809523809524,1.54761904761905,1.56428571428571,1.66190476190476
"nlsr8",1,1.0780487804878,1.15365853658537,1.2219512195122,1.21951219512195,1.34878048780488,1.31707317073171,1.47560975609756,1.57073170731707,1.58536585365854,1.67560975609756
"nlsr9",1,1.08192771084337,1.12530120481928,1.21927710843374,1.17349397590361,1.35903614457831,1.33734939759036,1.48674698795181,1.50120481927711,1.59518072289157,1.6433734939759
"nlsr10",1,1.08031496062992,1.11338582677165,1.1748031496063,1.16377952755906,1.34015748031496,1.31811023622047,1.47244094488189,1.49291338582677,1.56377952755906,1.61259842519685
"nlsr11",1,1.07159904534606,1.13842482100239,1.21718377088305,1.18138424821002,1.36515513126492,1.35322195704057,1.5035799522673,1.54653937947494,1.60620525059666,1.67541766109785
"nlsr12",1,1.04411764705882,1.11029411764706,1.2156862745098,1.18872549019608,1.34803921568627,1.32107843137255,1.45833333333333,1.56862745098039,1.61274509803922,1.68872549019608
"nlsr13",1,1.08947368421053,1.16842105263158,1.26578947368421,1.24736842105263,1.41842105263158,1.37105263157895,1.55263157894737,1.63421052631579,1.68157894736842,1.77631578947368
"nlsr14",1,1.10344827586207,1.16710875331565,1.26790450928382,1.23342175066313,1.44031830238727,1.41114058355438,1.57294429708223,1.61007957559682,1.70026525198939,1.77984084880637
"nlsr15",1,1.07401315789474,1.13157894736842,1.19901315789474,1.17598684210526,1.37828947368421,1.36019736842105,1.50986842105263,1.54605263157895,1.62006578947368,1.67763157894737
"sum",1,1.0748859604663,1.13101875316776,1.20539787126204,1.18335022807907,1.34389254941713,1.33147491130258,1.47174353775976,1.52686264571718,1.58109477952357,1.64901165737456
"ave",1,1.0748859604663,1.13101875316776,1.20539787126204,1.18335022807907,1.34389254941713,1.33147491130258,1.47174353775976,1.52686264571718,1.58109477952357,1.64901165737456
"r_sum",1,1.07462880958583,1.13102370408961,1.20591299817661,1.18286011982287,1.34383954154728,1.33107580098984,1.47173743162282,1.52630893461839,1.58009898411045,1.64821568116697
"r_ave",1,1.07462880958583,1.13102370408961,1.20591299817661,1.18286011982287,1.34383954154728,1.33107580098984,1.47173743162282,1.52630893461839,1.58009898411045,1.64821568116697
"r_sum1-6",1,1.07404326123128,1.12701053799224,1.19356627842485,1.16971713810316,1.31641708264004,1.31697171381032,1.44564614531337,1.49694952856351,1.54575707154742,1.61037160288408
"r_ave1-6",1,1.07404326123128,1.12701053799224,1.19356627842485,1.16971713810316,1.31641708264004,1.31697171381032,1.44564614531337,1.49694952856351,1.54575707154742,1.61037160288408
"r_sum7-10",1,1.07446808510638,1.12659574468085,1.20265957446809,1.18617021276596,1.34521276595745,1.3218085106383,1.4686170212766,1.52393617021277,1.57553191489362,1.64414893617021
"r_ave7-10",1,1.07446808510638,1.12659574468085,1.20265957446809,1.18617021276596,1.34521276595745,1.3218085106383,1.4686170212766,1.52393617021277,1.57553191489362,1.64414893617021
