"name","sync0","sync1","sync2","sync3","sync4","sync5","sync6","sync7","sync8","sync9","sync10"
"nlsr_pc",1,1.06070287539936,1.12779552715655,1.20766773162939,1.18849840255591,1.37699680511182,1.33226837060703,1.47923322683706,1.53993610223642,1.61022364217252,1.69009584664537
"nlsr1",1,1.04142581888247,1.10308285163776,1.21098265895954,1.15221579961464,1.33526011560694,1.28516377649326,1.42485549132948,1.50385356454721,1.56743737957611,1.6252408477842
"nlsr2",1,1.05025125628141,1.11457286432161,1.21105527638191,1.17185929648241,1.36984924623116,1.32763819095477,1.46130653266332,1.52462311557789,1.6,1.68040201005025
"nlsr3",1,1.0510752688172,1.11962365591398,1.21774193548387,1.15860215053763,1.3508064516129,1.28091397849462,1.4489247311828,1.52822580645161,1.59274193548387,1.6491935483871
"nlsr4",1,1.06900212314225,1.13375796178344,1.21974522292994,1.19214437367304,1.38747346072187,1.33651804670913,1.48938428874735,1.54458598726115,1.62101910828025,1.69957537154989
"nlsr5",1,1.06769230769231,1.14051282051282,1.2225641025641,1.19897435897436,1.41025641025641,1.36205128205128,1.52,1.55589743589744,1.65025641025641,1.72
"nlsr6",1,1.08546255506608,1.14449339207048,1.23348017621145,1.20176211453744,1.37356828193833,1.34096916299559,1.49955947136564,1.55594713656388,1.61674008810573,1.68722466960352
"nlsr7",1,1.06369426751592,1.13375796178344,1.21974522292994,1.19108280254777,1.38216560509554,1.3312101910828,1.49044585987261,1.54458598726115,1.61783439490446,1.68789808917197
"nlsr8",1,1.0702875399361,1.13578274760383,1.2220447284345,1.19488817891374,1.38498402555911,1.34345047923323,1.4888178913738,1.54313099041534,1.62619808306709,1.69488817891374
"nlsr9",1,1.06698564593301,1.13078149920255,1.22328548644338,1.18819776714514,1.38277511961722,1.32695374800638,1.4896331738437,1.54226475279107,1.62519936204147,1.69059011164274
"nlsr10",1,1.09073724007561,1.15406427221172,1.22211720226843,1.20793950850662,1.42060491493384,1.3648393194707,1.54536862003781,1.56710775047259,1.67013232514178,1.71833648393195
"nlsr11",1,1.0797385620915,1.1281045751634,1.21960784313726,1.20130718954248,1.38169934640523,1.33333333333333,1.48235294117647,1.53725490196078,1.60130718954248,1.68104575163399
"nlsr12",1,1.06549520766773,1.13738019169329,1.21725239616613,1.19488817891374,1.38498402555911,1.32907348242811,1.4888178913738,1.54153354632588,1.62460063897764,1.69329073482428
"nlsr13",1,1.06050955414013,1.12738853503185,1.21337579617834,1.18949044585987,1.37898089171975,1.32643312101911,1.48089171974522,1.53662420382166,1.62101910828025,1.68471337579618
"nlsr14",1,1.06698564593301,1.12759170653908,1.21212121212121,1.18341307814992,1.38437001594896,1.33014354066986,1.48325358851675,1.53907496012759,1.62360446570973,1.69059011164274
"nlsr15",1,1.07418111753372,1.13294797687861,1.21868978805395,1.19267822736031,1.41714836223507,1.34296724470135,1.50578034682081,1.5597302504817,1.64643545279383,1.71579961464355
"sum",1,1.06729338033686,1.13106149627889,1.21895808852331,1.18801410105758,1.38347042694869,1.33176654915785,1.48742655699177,1.54218566392479,1.62052487269879,1.68836662749706
"ave",1,1.06729338033686,1.13106149627889,1.21895808852331,1.18801410105758,1.38347042694869,1.33176654915785,1.48742655699177,1.54218566392479,1.62052487269879,1.68836662749706
"r_sum",1,1.06745904272406,1.13114359139094,1.2192418888532,1.18800192740122,1.383633151301,1.33175393511083,1.48763250883392,1.54224221008673,1.62078380982975,1.688323160938
"r_ave",1,1.06745904272406,1.13114359139094,1.2192418888532,1.18800192740122,1.383633151301,1.33175393511083,1.48763250883392,1.54224221008673,1.62078380982975,1.688323160938
"r_sum1-6",1,1.06158860868073,1.1264367816092,1.21959169668897,1.18030536970321,1.37159032424086,1.32389775261623,1.47503860010293,1.53594098473151,1.60833762223366,1.67764625150112
"r_ave1-6",1,1.06158860868073,1.1264367816092,1.21959169668897,1.18030536970321,1.37159032424086,1.32389775261623,1.47503860010293,1.53594098473151,1.60833762223366,1.67764625150112
"r_sum7-10",1,1.07553589656346,1.14086423953726,1.22184416468186,1.19734603606669,1.39673358285131,1.34501531133038,1.50969717591017,1.55188839741409,1.64001361007145,1.70091867982307
"r_ave7-10",1,1.07553589656346,1.14086423953726,1.22184416468186,1.19734603606669,1.39673358285131,1.34501531133038,1.50969717591017,1.55188839741409,1.64001361007145,1.70091867982307
