"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","784","500","0","9","18","132","1","124","0","64","1","124","79976","79976","0"
"nlsr1","2371","500","500","57","27","393","266","378","250","209","1","628","459150","243792","215358"
"nlsr2","1641","32","252","45","37","372","268","378","257","214","2","635","465227","243792","221435"
"nlsr3","1104","29","248","27","28","248","140","250","134","138","2","384","276732","161266","115466"
"nlsr4","854","16","16","27","27","250","137","250","131","130","1","381","274139","161266","112873"
"nlsr5","853","16","16","27","27","256","131","250","130","120","1","380","273276","161266","112010"
"nlsr6","1414","29","29","45","36","375","266","375","259","208","2","634","465014","241869","223145"
"nlsr7","856","16","16","27","27","256","135","250","129","126","2","379","272409","161266","111143"
"nlsr8","849","16","16","27","27","258","130","248","127","96","1","375","269337","159952","109385"
"nlsr9","847","14","14","27","27","260","129","249","127","124","2","376","270015","160589","109426"
"nlsr10","849","15","15","27","27","258","129","250","128","106","2","378","271490","161246","110244"
"sum","12422","1183","1122","345","308","3058","1732","3002","1672","1535","17","4674","3376765","1936280","1440485"
