"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","730","500","0","9","18","110","0","93","0","52","2","93","60970","60970","0"
"nlsr1","2078","500","500","57","27","306","214","285","189","172","2","474","351777","186840","164937"
"nlsr2","1367","34","267","48","37","306","198","285","192","180","2","477","354307","186840","167467"
"nlsr3","926","32","233","27","28","208","109","191","98","126","2","289","210564","125113","85451"
"nlsr4","684","17","17","27","27","210","100","190","96","116","2","286","208306","124560","83746"
"nlsr5","674","17","17","27","27","196","103","190","97","132","2","287","209195","124560","84635"
"nlsr6","1134","32","32","45","36","309","208","282","190","184","2","472","350714","184947","165767"
"nlsr7","681","17","17","27","27","210","99","190","94","116","2","284","206593","124560","82033"
"nlsr8","673","17","17","27","27","206","97","188","94","128","2","282","205331","123298","82033"
"nlsr9","679","14","14","27","27","208","107","188","94","128","2","282","205331","123298","82033"
"nlsr10","688","18","18","27","27","210","106","188","94","128","2","282","205331","123298","82033"
"sum","10314","1198","1132","348","308","2479","1341","2270","1238","1462","22","3508","2568419","1488284","1080135"
