"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum"
"nlsr_pc","1865","500","500","27","27","254","126","378","52","1","1865"
"nlsr1","4848","1000","1000","86","86","764","472","1257","182","1","4848"
"nlsr2","3921","560","560","89","89","750","465","1205","202","1","3921"
"nlsr3","2015","0","0","59","59","513","353","906","124","1","2015"
"nlsr4","2783","54","54","89","89","756","393","1149","198","1","2783"
"nlsr5","2895","66","66","89","89","751","453","1192","188","1","2895"
"nlsr6","3135","0","0","88","88","770","600","1400","188","1","3135"
"nlsr7","1801","24","24","57","57","508","256","766","108","1","1801"
"nlsr8","1842","30","30","57","57","501","262","765","138","2","1842"
"nlsr9","1851","32","32","57","57","506","259","767","140","1","1851"
"nlsr10","3033","34","34","87","87","746","561","1293","190","1","3033"
"nlsr11","2099","0","0","56","56","510","407","933","136","1","2099"
"nlsr12","1772","24","24","55","55","496","253","762","102","1","1772"
"nlsr13","1799","30","30","55","55","481","255","762","130","1","1799"
"nlsr14","1800","32","32","55","55","478","258","760","128","2","1800"
"nlsr15","2947","34","34","83","83","729","518","1265","200","1","2947"
"sum","40406","2420","2420","1089","1089","9513","5891","15560","2406","18","40406"
