"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","780","498","0","8","17","135","1","121","0","52","1","121","78994","78994","0"
"nlsr1","2341","498","498","54","27","408","253","363","240","164","2","603","445624","236982","208642"
"nlsr2","1606","30","241","45","36","378","268","360","248","148","4","608","450595","234990","215605"
"nlsr3","1093","31","257","27","27","234","144","242","131","122","1","373","271803","157988","113815"
"nlsr4","840","13","13","27","27","262","135","241","122","100","2","363","263356","157322","106034"
"nlsr5","847","17","17","27","27","258","133","242","126","102","2","368","267547","157988","109559"
"nlsr6","1364","31","31","45","36","351","259","363","248","160","1","611","452534","236982","215552"
"nlsr7","835","13","13","27","27","268","126","241","120","92","1","361","261643","157322","104321"
"nlsr8","844","17","17","27","27","266","127","242","121","116","1","363","263176","157988","105188"
"nlsr9","824","14","14","27","27","250","128","242","122","110","1","364","264042","157988","106054"
"nlsr10","826","17","17","27","27","246","128","242","122","98","1","364","264047","157988","106059"
"sum","12200","1179","1118","341","305","3056","1702","2899","1600","1264","17","4499","3283361","1892532","1390829"
