"name","LSA_data0","LSA_data1","LSA_data2","LSA_data3","LSA_data4","LSA_data5","LSA_data6","LSA_data7","LSA_data8","LSA_data9","LSA_data10"
"nlsr_pc",1,1.02830188679245,1.07547169811321,1.11320754716981,1.25471698113208,1.28301886792453,1.26415094339623,1.33018867924528,1.31132075471698,1.38679245283019,1.43396226415094
"nlsr1",1,1.03058103975535,1.11009174311927,1.14678899082569,1.2782874617737,1.31192660550459,1.29969418960245,1.33639143730887,1.34250764525994,1.40366972477064,1.42813455657492
"nlsr2",1,1.08868501529052,1.1131498470948,1.15596330275229,1.28134556574924,1.30886850152905,1.29357798165138,1.35779816513761,1.35779816513761,1.40366972477064,1.41284403669725
"nlsr3",1,1.02752293577982,1.12844036697248,1.15137614678899,1.29816513761468,1.3256880733945,1.34862385321101,1.35321100917431,1.3394495412844,1.44036697247706,1.45871559633028
"nlsr4",1,1.05882352941176,1.06787330316742,1.09502262443439,1.21719457013575,1.29411764705882,1.24434389140271,1.34389140271493,1.32579185520362,1.37556561085973,1.4027149321267
"nlsr5",1,1.07339449541284,1.11467889908257,1.12385321100917,1.25688073394495,1.27981651376147,1.27981651376147,1.3348623853211,1.3256880733945,1.38532110091743,1.41743119266055
"nlsr6",1,1.03030303030303,1.12121212121212,1.13030303030303,1.27272727272727,1.28484848484848,1.32424242424242,1.30909090909091,1.28787878787879,1.40909090909091,1.43030303030303
"nlsr7",1,1.04608294930876,1.07834101382488,1.10138248847926,1.21658986175115,1.32258064516129,1.25806451612903,1.34562211981567,1.36405529953917,1.38709677419355,1.4147465437788
"nlsr8",1,1.05529953917051,1.09216589861751,1.10138248847926,1.21658986175115,1.28571428571429,1.26728110599078,1.32258064516129,1.29032258064516,1.38248847926267,1.41013824884793
"nlsr9",1,1.02739726027397,1.10502283105023,1.10958904109589,1.22374429223744,1.23287671232877,1.31506849315068,1.29223744292237,1.3013698630137,1.37442922374429,1.42009132420091
"nlsr10",1,1.05140186915888,1.1214953271028,1.14018691588785,1.28971962616822,1.28971962616822,1.33177570093458,1.32710280373832,1.29439252336449,1.41121495327103,1.44392523364486
"sum",1,1.04820198928845,1.10520275439939,1.1273909716909,1.25784238714614,1.29418515684774,1.29609793420046,1.33244070390207,1.32325937260903,1.39785768936496,1.42425401683244
"ave",1,1.04820198928845,1.10520275439939,1.1273909716909,1.25784238714614,1.29418515684774,1.29609793420046,1.33244070390207,1.32325937260903,1.39785768936496,1.42425401683244
"r_sum",1,1.04904306220096,1.10645933014354,1.12799043062201,1.25797448165869,1.29465709728868,1.29744816586922,1.33253588516746,1.3237639553429,1.39832535885167,1.42384370015949
"r_ave",1,1.04904306220096,1.10645933014354,1.12799043062201,1.25797448165869,1.29465709728868,1.29744816586922,1.33253588516746,1.3237639553429,1.39832535885167,1.42384370015949
"r_sum1-6",1,1.05118829981718,1.1102985984156,1.13589274832419,1.26934795856185,1.30103595368678,1.29981718464351,1.3382084095064,1.32967702620353,1.40341255332115,1.42474101157831
"r_ave1-6",1,1.05118829981718,1.1102985984156,1.13589274832419,1.26934795856185,1.30103595368678,1.29981718464351,1.3382084095064,1.32967702620353,1.40341255332115,1.42474101157831
"r_sum7-10",1,1.04498269896194,1.09919261822376,1.11303344867359,1.23644752018454,1.28258362168397,1.29296424452134,1.32179930795848,1.31257208765859,1.38869665513264,1.42214532871972
"r_ave7-10",1,1.04498269896194,1.09919261822376,1.11303344867359,1.23644752018454,1.28258362168397,1.29296424452134,1.32179930795848,1.31257208765859,1.38869665513264,1.42214532871972
