"name","LSA_interest0","LSA_interest1","LSA_interest2","LSA_interest3","LSA_interest4","LSA_interest5","LSA_interest6","LSA_interest7","LSA_interest8","LSA_interest9","LSA_interest10"
"nlsr_pc",1,1.06756756756757,1.12162162162162,1.12162162162162,1.26576576576577,1.32432432432432,1.26126126126126,1.37387387387387,1.3018018018018,1.38288288288288,1.41891891891892
"nlsr1",1,1.05059523809524,1.10119047619048,1.11011904761905,1.2172619047619,1.27529761904762,1.25297619047619,1.32142857142857,1.26190476190476,1.34077380952381,1.37946428571429
"nlsr2",1,1.04470938897168,1.09090909090909,1.11624441132638,1.1833084947839,1.25335320417288,1.24739195230999,1.28315946348733,1.26080476900149,1.29210134128167,1.34128166915052
"nlsr3",1,1.03160270880361,1.08577878103837,1.08577878103837,1.21218961625282,1.23702031602709,1.25733634311512,1.28668171557562,1.23024830699774,1.31828442437923,1.33860045146727
"nlsr4",1,1.0310421286031,1.05543237250554,1.07538802660754,1.16407982261641,1.2549889135255,1.23946784922395,1.27272727272727,1.28159645232816,1.27494456762749,1.31929046563193
"nlsr5",1,1.07294117647059,1.14588235294118,1.15529411764706,1.26588235294118,1.30352941176471,1.30352941176471,1.32470588235294,1.31058823529412,1.37647058823529,1.40705882352941
"nlsr6",1,1.034375,1.1171875,1.121875,1.2421875,1.2375,1.3140625,1.3015625,1.2609375,1.353125,1.375
"nlsr7",1,1.04906542056075,1.0607476635514,1.10514018691589,1.20093457943925,1.30607476635514,1.25934579439252,1.3107476635514,1.32242990654206,1.33878504672897,1.36448598130841
"nlsr8",1,1.0974358974359,1.19230769230769,1.16666666666667,1.32564102564103,1.3974358974359,1.35641025641026,1.38461538461538,1.38205128205128,1.48205128205128,1.5025641025641
"nlsr9",1,1.05329949238579,1.1497461928934,1.13705583756345,1.28934010152284,1.28172588832487,1.4010152284264,1.39340101522843,1.35532994923858,1.42639593908629,1.47969543147208
"nlsr10",1,1.03125,1.12259615384615,1.13701923076923,1.25721153846154,1.24519230769231,1.34615384615385,1.31009615384615,1.28365384615385,1.39182692307692,1.40625
"sum",1,1.04910714285714,1.11005434782609,1.1195652173913,1.23253105590062,1.2769798136646,1.29076086956522,1.31774068322981,1.28940217391304,1.35423136645963,1.38703416149068
"ave",1,1.04910714285714,1.11005434782609,1.1195652173913,1.23253105590062,1.2769798136646,1.29076086956522,1.31774068322981,1.28940217391304,1.35423136645963,1.38703416149068
"r_sum",1,1.04827586206897,1.10953346855984,1.11947261663286,1.23103448275862,1.27484787018256,1.2920892494929,1.31521298174442,1.28884381338742,1.35294117647059,1.38559837728195
"r_ave",1,1.04827586206897,1.10953346855984,1.11947261663286,1.23103448275862,1.27484787018256,1.2920892494929,1.31521298174442,1.28884381338742,1.35294117647059,1.38559837728195
"r_sum1-6",1,1.04391278013325,1.09963658388855,1.1114476075106,1.21350696547547,1.25923682616596,1.26892792247123,1.29890975166566,1.26620230163537,1.32586311326469,1.36069049061175
"r_ave1-6",1,1.04391278013325,1.09963658388855,1.1114476075106,1.21350696547547,1.25923682616596,1.26892792247123,1.29890975166566,1.26620230163537,1.32586311326469,1.36069049061175
"r_sum7-10",1,1.05712530712531,1.12960687960688,1.13574938574939,1.26658476658477,1.30651105651106,1.33906633906634,1.3482800982801,1.33476658476658,1.40786240786241,1.43611793611794
"r_ave7-10",1,1.05712530712531,1.12960687960688,1.13574938574939,1.26658476658477,1.30651105651106,1.33906633906634,1.3482800982801,1.33476658476658,1.40786240786241,1.43611793611794
