"name","sync0","sync1","sync2","sync3","sync4","sync5","sync6","sync7","sync8","sync9","sync10"
"nlsr_pc",1,1.05128205128205,1.09294871794872,1.10576923076923,1.23717948717949,1.25641025641026,1.27884615384615,1.32692307692308,1.32371794871795,1.41346153846154,1.45192307692308
"nlsr1",1,1.04777070063694,1.09554140127389,1.11571125265393,1.23885350318471,1.2515923566879,1.28343949044586,1.32377919320594,1.31528662420382,1.4140127388535,1.45859872611465
"nlsr2",1,1.04777070063694,1.09447983014862,1.11889596602972,1.23885350318471,1.25053078556263,1.28131634819533,1.32484076433121,1.31528662420382,1.41295116772824,1.45859872611465
"nlsr3",1,1.04944178628389,1.09569377990431,1.11483253588517,1.2408293460925,1.25358851674641,1.28548644338118,1.32854864433812,1.31738437001595,1.41148325358852,1.46092503987241
"nlsr4",1,1.05111821086262,1.09744408945687,1.12140575079872,1.24121405750799,1.2555910543131,1.28434504792332,1.32428115015974,1.31948881789137,1.41373801916933,1.46325878594249
"nlsr5",1,1.05128205128205,1.1025641025641,1.125,1.24679487179487,1.25801282051282,1.28846153846154,1.33333333333333,1.32371794871795,1.42307692307692,1.46794871794872
"nlsr6",1,1.05223880597015,1.1002132196162,1.11940298507463,1.24413646055437,1.26012793176972,1.28571428571429,1.33368869936034,1.32089552238806,1.42110874200426,1.46481876332623
"nlsr7",1,1.05448717948718,1.10096153846154,1.12339743589744,1.24198717948718,1.26282051282051,1.28846153846154,1.33173076923077,1.32371794871795,1.42307692307692,1.46153846153846
"nlsr8",1,1.04777070063694,1.09554140127389,1.11146496815287,1.23885350318471,1.25477707006369,1.27866242038217,1.32006369426752,1.31369426751592,1.41242038216561,1.45222929936306
"nlsr9",1,1.0561797752809,1.10272873194221,1.11717495987159,1.24719101123595,1.26645264847512,1.28892455858748,1.33707865168539,1.32423756019262,1.42375601926164,1.46869983948636
"nlsr10",1,1.05448717948718,1.1025641025641,1.11538461538462,1.24679487179487,1.26282051282051,1.28846153846154,1.33653846153846,1.32371794871795,1.42467948717949,1.46474358974359
"sum",1,1.05099866844208,1.0982689747004,1.11770972037284,1.24207723035952,1.25712383488682,1.28482023968043,1.32902796271638,1.31957390146471,1.41757656458056,1.46151797603196
"ave",1,1.05099866844208,1.0982689747004,1.11770972037284,1.24207723035952,1.25712383488682,1.28482023968043,1.32902796271638,1.31957390146471,1.41757656458056,1.46151797603196
"r_sum",1,1.05098638510697,1.09849958321756,1.11822728535704,1.24228952486802,1.25715476521256,1.28507918866352,1.32911919977772,1.31939427618783,1.41775493192553,1.46193387051959
"r_ave",1,1.05098638510697,1.09849958321756,1.11822728535704,1.24228952486802,1.25715476521256,1.28507918866352,1.32911919977772,1.31939427618783,1.41775493192553,1.46193387051959
"r_sum1-6",1,1.04979782932539,1.09746754628644,1.11896148116621,1.24154075335178,1.25473505001064,1.2845286231113,1.32794211534369,1.31836560970419,1.41604596722707,1.46201319429666
"r_ave1-6",1,1.04979782932539,1.09746754628644,1.11896148116621,1.24154075335178,1.25473505001064,1.2845286231113,1.32794211534369,1.31836560970419,1.41604596722707,1.46201319429666
"r_sum7-10",1,1.05322128851541,1.10044017607043,1.11684673869548,1.2436974789916,1.26170468187275,1.28611444577831,1.33133253301321,1.32132853141257,1.42096838735494,1.46178471388555
"r_ave7-10",1,1.05322128851541,1.10044017607043,1.11684673869548,1.2436974789916,1.26170468187275,1.28611444577831,1.33133253301321,1.32132853141257,1.42096838735494,1.46178471388555
