"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","768","500","0","8","17","129","0","114","0","56","1","114","74454","74454","0"
"nlsr1","2265","500","500","54","27","369","242","345","228","177","1","573","423501","225255","198246"
"nlsr2","1522","32","239","45","36","339","250","345","236","166","1","581","430461","225255","205206"
"nlsr3","1061","31","261","27","27","238","127","228","122","106","1","350","254908","148908","106000"
"nlsr4","797","17","17","27","27","240","124","228","117","120","0","345","250617","148908","101709"
"nlsr5","791","15","15","27","27","240","124","227","116","104","0","343","249122","148231","100891"
"nlsr6","1327","31","31","46","36","360","246","342","235","162","0","577","427678","223362","204316"
"nlsr7","790","17","17","27","27","240","118","228","116","116","1","344","249762","148908","100854"
"nlsr8","786","15","15","27","27","242","118","228","114","104","0","342","248031","148908","99123"
"nlsr9","799","15","15","27","27","252","120","228","115","103","0","343","248893","148908","99985"
"nlsr10","790","16","16","27","27","242","117","228","117","124","1","345","250644","148908","101736"
"sum","11696","1189","1126","342","305","2891","1586","2741","1516","1338","6","4257","3108071","1790005","1318066"
