"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","699","498","0","9","18","89","1","84","0","54","1","84","55020","55020","0"
"nlsr1","1947","498","498","55","28","270","175","255","168","172","1","423","313569","166953","146616"
"nlsr2","1215","33","238","45","36","258","181","255","169","196","1","424","314430","166953","147477"
"nlsr3","872","35","260","27","27","180","88","170","85","112","1","255","185490","111302","74188"
"nlsr4","607","17","17","27","27","174","90","170","85","126","1","255","185482","111302","74180"
"nlsr5","603","16","16","27","27","176","87","170","84","130","1","254","184610","111302","73308"
"nlsr6","1024","35","35","45","36","270","180","255","168","172","1","423","313569","166953","146616"
"nlsr7","607","17","17","27","27","176","90","169","84","118","1","253","183972","110664","73308"
"nlsr8","606","16","16","27","27","180","86","170","84","108","1","254","184610","111302","73308"
"nlsr9","613","16","16","28","27","178","94","170","84","110","1","254","184610","111302","73308"
"nlsr10","624","19","19","27","27","184","93","170","85","116","1","255","185485","111302","74183"
"sum","9417","1200","1132","344","307","2135","1165","2038","1096","1414","11","3134","2290847","1334355","956492"
