"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","782","499","0","9","18","131","0","125","0","52","2","125","81665","81665","0"
"nlsr1","2361","499","499","55","28","390","257","381","252","166","2","633","467943","248787","219156"
"nlsr2","1617","29","230","45","36","363","270","381","263","166","2","644","477414","248787","228627"
"nlsr3","1130","31","269","27","27","240","144","254","138","124","2","392","285854","165858","119996"
"nlsr4","858","15","15","27","27","252","136","254","132","107","2","386","280646","165858","114788"
"nlsr5","857","14","14","27","27","256","134","254","131","126","2","385","279702","165858","113844"
"nlsr6","1424","31","31","45","36","360","276","381","264","196","1","645","478324","248787","229537"
"nlsr7","856","15","15","27","27","266","128","252","126","106","2","378","274170","164592","109578"
"nlsr8","853","14","14","27","27","268","127","250","126","112","2","376","272908","163330","109578"
"nlsr9","858","14","14","27","26","272","127","252","126","146","1","378","274174","164596","109578"
"nlsr10","859","17","17","27","27","268","127","250","126","116","2","376","272908","163330","109578"
"sum","12455","1178","1118","343","306","3066","1726","3034","1684","1417","20","4718","3445708","1981448","1464260"
