"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync","arp","other","checksum","sync_len"
"nlsr_pc","1602","497","497","29","29","173","81","240","54","2","1602","149014"
"nlsr1","3845","994","994","84","84","518","265","726","178","2","3845","450216"
"nlsr2","2425","264","264","85","85","516","267","726","216","2","2425","450216"
"nlsr3","2441","303","303","85","85","535","262","726","140","2","2441","450216"
"nlsr4","1292","32","32","56","56","329","165","484","136","2","1292","300144"
"nlsr5","1323","36","36","57","57","320","167","484","164","2","1323","300144"
"nlsr6","1284","38","38","57","57","336","170","480","106","2","1284","298028"
"nlsr7","1281","34","34","57","57","360","169","480","88","2","1281","298028"
"sum","15493","2198","2198","510","510","3087","1546","4346","1082","16","15493","2696006"
