"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","740","499","0","9","18","113","0","101","0","62","1","101","65914","65914","0"
"nlsr1","2131","499","499","56","28","327","212","306","204","176","1","510","377148","199722","177426"
"nlsr2","1389","28","233","47","38","318","213","305","207","174","2","512","379059","199062","179997"
"nlsr3","983","32","266","27","28","218","106","204","102","104","2","306","221861","133148","88713"
"nlsr4","716","16","16","29","28","210","109","204","104","106","1","308","223585","133148","90437"
"nlsr5","705","12","12","29","28","214","104","204","102","118","2","306","221861","133148","88713"
"nlsr6","1182","32","32","48","36","306","216","306","206","162","1","512","378857","199722","179135"
"nlsr7","707","16","16","27","27","204","107","204","106","104","1","310","225345","133148","92197"
"nlsr8","698","12","12","27","27","208","105","203","104","110","1","307","222941","132488","90453"
"nlsr9","713","18","18","27","26","206","108","203","107","134","1","310","225568","132488","93080"
"nlsr10","699","14","14","27","26","198","112","202","106","90","1","308","223980","131828","92152"
"sum","10663","1178","1118","353","310","2522","1392","2442","1348","1340","14","3790","2766119","1593816","1172303"
