"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","817","500","0","9","17","150","0","141","0","70","2","141","91607","91607","0"
"nlsr1","2519","500","500","55","28","432","296","426","282","212","2","708","520882","276714","244168"
"nlsr2","1774","30","239","45","36","405","301","426","292","180","2","718","529439","276714","252725"
"nlsr3","1211","30","261","27","27","274","154","284","154","132","2","438","317819","184476","133343"
"nlsr4","948","15","15","27","27","284","150","284","146","112","2","430","310870","184476","126394"
"nlsr5","954","15","15","27","27","290","151","284","145","114","1","429","310020","184476","125544"
"nlsr6","1565","30","30","45","36","399","305","426","294","184","2","720","531253","276675","254578"
"nlsr7","950","15","15","27","27","286","149","284","147","120","2","431","311696","184480","127216"
"nlsr8","952","15","15","27","27","288","151","282","147","124","2","429","310449","183214","127235"
"nlsr9","945","13","13","26","27","288","152","281","145","120","1","426","308114","182550","125564"
"nlsr10","950","17","17","27","26","282","152","281","148","138","2","429","310705","182550","128155"
"sum","13585","1180","1120","342","305","3378","1961","3399","1900","1506","20","5299","3852854","2207932","1644922"
