"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","775","499","0","9","18","130","0","119","0","72","2","119","77101","77101","0"
"nlsr1","2316","499","499","55","27","384","254","360","238","210","1","598","438952","233196","205756"
"nlsr2","1609","33","278","47","38","345","259","359","250","182","1","609","448720","232558","216162"
"nlsr3","1045","27","221","28","28","240","136","240","125","132","1","365","263560","155464","108096"
"nlsr4","832","17","17","28","28","246","131","240","125","132","1","365","263579","155464","108115"
"nlsr5","815","16","16","27","28","232","131","240","125","116","1","365","263529","155464","108065"
"nlsr6","1366","27","27","48","37","360","260","360","247","182","1","607","446787","233196","213591"
"nlsr7","829","17","17","27","27","258","124","240","119","132","1","359","258342","155464","102878"
"nlsr8","811","16","16","27","27","246","120","240","119","120","1","359","258342","155464","102878"
"nlsr9","816","14","14","27","27","254","123","238","119","116","1","357","257080","154202","102878"
"nlsr10","816","13","13","27","27","258","121","238","119","132","1","357","257080","154202","102878"
"sum","12030","1178","1118","350","312","2953","1659","2874","1586","1526","12","4460","3233072","1861775","1371297"
