"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","705","499","0","9","18","96","1","82","0","64","1","82","52401","52401","0"
"nlsr1","1955","499","499","55","27","279","178","252","166","178","1","418","303214","161010","142204"
"nlsr2","1254","36","260","47","38","282","173","252","166","184","2","418","303214","161010","142204"
"nlsr3","855","34","239","28","28","184","89","168","85","100","1","253","180140","107340","72800"
"nlsr4","616","18","18","28","28","184","90","167","83","108","1","250","177804","106702","71102"
"nlsr5","624","18","18","27","28","188","93","168","84","118","1","252","179304","107340","71964"
"nlsr6","1015","34","34","48","37","264","180","252","166","144","1","418","303214","161010","142204"
"nlsr7","615","18","18","29","28","182","89","168","83","94","1","251","178442","107340","71102"
"nlsr8","623","18","18","29","27","188","94","166","83","112","1","249","177180","106078","71102"
"nlsr9","602","18","18","27","27","178","85","166","83","106","1","249","177180","106078","71102"
"nlsr10","614","16","16","27","27","186","94","165","83","90","1","248","176542","105440","71102"
"sum","9478","1208","1138","354","313","2211","1166","2006","1082","1298","12","3088","2208635","1281749","926886"
