"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","694","497","0","9","18","90","1","79","0","68","1","79","51409","51409","0"
"nlsr1","1925","497","497","59","29","273","167","243","160","176","2","403","297006","158046","138960"
"nlsr2","1245","38","269","50","40","270","175","243","160","186","1","403","297006","158046","138960"
"nlsr3","832","34","228","30","29","182","87","162","80","118","1","242","174844","105364","69480"
"nlsr4","610","18","18","30","30","182","90","162","80","153","1","242","174844","105364","69480"
"nlsr5","600","20","20","29","29","172","88","162","80","124","1","242","174844","105364","69480"
"nlsr6","987","34","34","48","38","264","169","240","160","206","1","400","295113","156153","138960"
"nlsr7","603","18","18","29","29","180","89","160","80","138","1","240","173582","104102","69480"
"nlsr8","594","20","20","29","28","174","83","160","80","132","1","240","173582","104102","69480"
"nlsr9","592","18","18","27","28","174","87","160","80","116","1","240","173582","104102","69480"
"nlsr10","585","16","16","27","28","172","86","160","80","118","1","240","173582","104102","69480"
"sum","9267","1210","1138","367","326","2133","1122","1931","1040","1535","12","2971","2159394","1256154","903240"
