"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","1615","497","0","9","18","87","0","79","0","74","1","79","61563","61563","0"
"nlsr1","4009","497","497","60","30","264","188","243","178","208","1","421","366822","189327","177495"
"nlsr2","3097","60","497","50","40","270","179","243","170","194","1","413","358834","189327","169507"
"nlsr3","1405","0","0","30","30","178","103","162","104","118","1","266","229920","126218","103702"
"nlsr4","1986","29","29","50","40","261","175","243","160","174","1","403","348879","189327","159552"
"nlsr5","2072","31","31","49","40","261","178","243","165","172","1","408","353823","189327","164496"
"nlsr6","2169","0","0","48","39","264","210","243","208","166","1","451","396735","189327","207408"
"nlsr7","1297","15","15","29","29","168","90","162","80","118","1","242","205994","126218","79776"
"nlsr8","1296","14","14","29","29","178","87","162","80","108","1","242","205994","126218","79776"
"nlsr9","1300","15","15","29","29","168","87","162","80","120","1","242","205994","126218","79776"
"nlsr10","2145","16","16","39","47","267","199","243","177","170","1","420","365867","189327","176540"
"nlsr11","1462","0","0","27","28","174","112","162","121","130","1","283","246895","126218","120677"
"nlsr12","1281","15","15","27","28","170","82","162","80","134","1","242","205994","126218","79776"
"nlsr13","1261","14","14","27","28","178","88","162","80","100","1","242","205994","126218","79776"
"nlsr14","1266","15","15","27","28","174","82","162","80","124","1","242","205994","126218","79776"
"nlsr15","2102","16","16","36","46","270","196","243","186","204","1","429","374813","189327","185486"
"sum","29763","1234","1174","566","529","3332","2056","3076","1949","2314","16","5025","4340115","2396596","1943519"
