"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","769","499","0","9","17","127","0","117","0","68","1","117","76067","76067","0"
"nlsr1","2299","499","499","57","27","378","246","357","236","182","2","593","436636","232068","204568"
"nlsr2","1593","34","272","45","36","363","245","357","241","158","1","598","440952","232068","208884"
"nlsr3","1043","32","227","27","27","240","128","238","124","104","2","362","262138","154712","107426"
"nlsr4","820","16","16","27","27","250","126","238","120","110","2","358","258722","154712","104010"
"nlsr5","812","18","18","27","27","228","131","238","125","110","2","363","262960","154712","108248"
"nlsr6","1345","32","32","45","36","360","244","356","240","144","1","596","439450","231410","208040"
"nlsr7","820","16","16","27","27","248","128","235","123","100","1","358","259395","152792","106603"
"nlsr8","811","18","18","27","27","238","125","234","124","108","1","358","259541","152134","107407"
"nlsr9","808","16","16","27","27","246","123","235","118","102","2","353","255076","152792","102284"
"nlsr10","814","16","16","27","27","244","127","236","121","100","2","357","258298","153450","104848"
"sum","11934","1196","1130","345","305","2922","1623","2841","1572","1286","17","4413","3209235","1846917","1362318"
