"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","728","498","0","8","17","110","1","94","0","52","2","94","61661","61661","0"
"nlsr1","2072","498","498","54","27","318","204","285","188","172","2","473","351014","186876","164138"
"nlsr2","1336","32","245","45","36","312","194","282","190","180","2","472","350901","184983","165918"
"nlsr3","937","35","253","27","27","206","104","188","97","118","2","285","207968","123322","84646"
"nlsr4","663","14","14","27","27","200","101","186","94","116","2","280","204071","122002","82069"
"nlsr5","678","18","18","27","27","202","102","188","96","104","2","284","207112","123322","83790"
"nlsr6","1127","35","35","45","37","297","204","282","192","186","2","474","352570","184983","167587"
"nlsr7","669","14","14","27","27","208","97","188","94","108","1","282","205391","123322","82069"
"nlsr8","671","18","18","27","27","198","99","188","96","98","2","284","207125","123322","83803"
"nlsr9","680","19","19","27","27","206","101","186","95","112","2","281","204949","122002","82947"
"nlsr10","673","16","16","27","26","204","102","188","94","126","1","282","205391","123322","82069"
"sum","10234","1197","1130","341","305","2461","1309","2255","1236","1372","20","3491","2558153","1479117","1079036"
