"name","all","interest","data","info_interest","info_reply","LSA_interest","LSA_data","sync_interest","sync_data","arp","other","sync","sync_len","sync_interest_len","sync_data_len"
"nlsr_pc","767","500","0","9","18","126","1","113","0","52","1","113","74089","74089","0"
"nlsr1","2267","500","500","55","27","372","240","345","228","172","1","573","425090","226206","198884"
"nlsr2","1521","29","226","47","38","366","240","345","230","172","1","575","426803","226206","200597"
"nlsr3","1069","31","274","27","27","238","125","230","117","122","1","347","252806","150804","102002"
"nlsr4","797","17","17","27","27","242","121","230","116","114","1","346","251978","150804","101174"
"nlsr5","794","12","12","27","28","246","123","230","116","114","1","346","251975","150804","101171"
"nlsr6","1323","31","31","48","36","360","243","345","229","196","1","574","425932","226206","199726"
"nlsr7","789","17","17","27","27","224","125","230","122","126","1","352","257228","150804","106424"
"nlsr8","788","12","12","29","27","240","121","230","117","112","1","347","252843","150804","102039"
"nlsr9","797","16","16","27","26","234","127","230","121","120","1","351","256269","150804","105465"
"nlsr10","800","15","15","27","27","238","128","230","120","139","1","350","255350","150804","104546"
"sum","11712","1180","1120","350","308","2886","1594","2758","1516","1439","11","4274","3130363","1808335","1322028"
