"name","sync0","sync1","sync2","sync3","sync4","sync5","sync6","sync7","sync8","sync9","sync10"
"nlsr_pc",1,1.00664451827243,1.12624584717608,1.06644518272425,1.14617940199336,1.26910299003322,1.2358803986711,1.38205980066445,1.34551495016611,1.41196013289037,1.42524916943522
"nlsr1",1,1.0121412803532,1.13907284768212,1.0794701986755,1.16114790286976,1.27814569536424,1.23841059602649,1.38741721854305,1.3476821192053,1.41169977924945,1.42715231788079
"nlsr2",1,1.01324503311258,1.13907284768212,1.0794701986755,1.15342163355408,1.27814569536424,1.23841059602649,1.38741721854305,1.35099337748344,1.41390728476821,1.42715231788079
"nlsr3",1,1.01830282861897,1.14475873544093,1.08485856905158,1.16472545757072,1.27787021630616,1.24459234608985,1.38935108153078,1.35108153078203,1.41763727121464,1.4342762063228
"nlsr4",1,1.01324503311258,1.13907284768212,1.06788079470199,1.12748344370861,1.27152317880795,1.23675496688742,1.37913907284768,1.3476821192053,1.41225165562914,1.42384105960265
"nlsr5",1,1.01158940397351,1.13245033112583,1.07284768211921,1.15894039735099,1.27152317880795,1.2317880794702,1.37582781456954,1.35430463576159,1.41059602649007,1.4205298013245
"nlsr6",1,1.01548672566372,1.14380530973451,1.07522123893805,1.16592920353982,1.27433628318584,1.23451327433628,1.38384955752212,1.3429203539823,1.41371681415929,1.42256637168142
"nlsr7",1,1.01324503311258,1.13079470198676,1.06788079470199,1.11754966887417,1.26986754966887,1.2317880794702,1.37748344370861,1.33940397350993,1.41059602649007,1.4205298013245
"nlsr8",1,1.01326699834163,1.13432835820896,1.07462686567164,1.16086235489221,1.27363184079602,1.23383084577114,1.38474295190713,1.34494195688226,1.41293532338308,1.4195688225539
"nlsr9",1,1.01495016611296,1.13953488372093,1.07142857142857,1.16445182724252,1.27574750830565,1.2358803986711,1.38538205980066,1.34551495016611,1.41528239202658,1.421926910299
"nlsr10",1,1.01324503311258,1.13245033112583,1.07284768211921,1.16059602649007,1.27152317880795,1.2317880794702,1.38079470198676,1.34105960264901,1.40894039735099,1.41887417218543
"sum",1,1.01353778146153,1.13744992402265,1.07473407929272,1.15402679928167,1.27434728553668,1.23594419118663,1.38347838099185,1.34659483354054,1.41276419394944,1.42395358474927
"ave",1,1.01353778146153,1.13744992402265,1.07473407929272,1.15402679928167,1.27434728553668,1.23594419118663,1.38347838099185,1.34659483354054,1.41276419394944,1.42395358474927
"r_sum",1,1.01383684058807,1.13793600461228,1.07509368694148,1.15436725281061,1.27457480541943,1.23594695877775,1.38353992505045,1.34664168348227,1.41279907754396,1.42389737676564
"r_ave",1,1.01383684058807,1.13793600461228,1.07509368694148,1.15436725281061,1.27457480541943,1.23594695877775,1.38353992505045,1.34664168348227,1.41279907754396,1.42389737676564
"r_sum1-6",1,1.0139226519337,1.13988950276243,1.07690607734807,1.15624309392265,1.27558011049724,1.23734806629834,1.38430939226519,1.34872928176796,1.41325966850829,1.42585635359116
"r_ave1-6",1,1.0139226519337,1.13988950276243,1.07690607734807,1.15624309392265,1.27558011049724,1.23734806629834,1.38430939226519,1.34872928176796,1.41325966850829,1.42585635359116
"r_sum7-10",1,1.01367592208869,1.13427268959801,1.07169498549523,1.15084956485702,1.27268959801077,1.23331951927062,1.38209697472027,1.34272689598011,1.41193535018649,1.420223787816
"r_ave7-10",1,1.01367592208869,1.13427268959801,1.07169498549523,1.15084956485702,1.27268959801077,1.23331951927062,1.38209697472027,1.34272689598011,1.41193535018649,1.420223787816
