"name","LSA_data0","LSA_data1","LSA_data2","LSA_data3","LSA_data4","LSA_data5","LSA_data6","LSA_data7","LSA_data8","LSA_data9","LSA_data10"
"nlsr_pc",1,1,1.1078431372549,1.11764705882353,1.13725490196078,1.26470588235294,1.23529411764706,1.38235294117647,1.32352941176471,1.41176470588235,1.43137254901961
"nlsr1",1,0.990683229813665,1.11180124223602,1.09316770186335,1.12732919254658,1.24223602484472,1.22360248447205,1.40372670807453,1.30745341614907,1.38509316770186,1.40062111801242
"nlsr2",1,1.01582278481013,1.13924050632911,1.10759493670886,1.16455696202532,1.26582278481013,1.23417721518987,1.42721518987342,1.35443037974684,1.43354430379747,1.43354430379747
"nlsr3",1,1.01428571428571,1.14761904761905,1.0952380952381,1.15714285714286,1.27619047619048,1.26190476190476,1.48095238095238,1.33809523809524,1.46190476190476,1.45714285714286
"nlsr4",1,1.04477611940298,1.20398009950249,1.11442786069652,1.21890547263682,1.30845771144279,1.2636815920398,1.41791044776119,1.38805970149254,1.48258706467662,1.47761194029851
"nlsr5",1,0.995305164319249,1.11737089201878,1.07042253521127,1.15023474178404,1.23943661971831,1.21596244131455,1.37089201877934,1.34272300469484,1.41784037558685,1.40845070422535
"nlsr6",1,1.03246753246753,1.14935064935065,1.12337662337662,1.17857142857143,1.29220779220779,1.27272727272727,1.53246753246753,1.37337662337662,1.47727272727273,1.44155844155844
"nlsr7",1,1.01990049751244,1.19402985074627,1.08955223880597,1.18407960199005,1.30348258706468,1.2636815920398,1.40796019900498,1.35820895522388,1.43781094527363,1.47761194029851
"nlsr8",1,0.985781990521327,1.09004739336493,1.04265402843602,1.13744075829384,1.23696682464455,1.22748815165877,1.33649289099526,1.32701421800948,1.42654028436019,1.39810426540284
"nlsr9",1,1.02450980392157,1.15686274509804,1.11764705882353,1.17156862745098,1.27941176470588,1.26960784313725,1.49019607843137,1.36274509803922,1.44117647058824,1.41666666666667
"nlsr10",1,1.04950495049505,1.14851485148515,1.12376237623762,1.18811881188119,1.30693069306931,1.26732673267327,1.53960396039604,1.38118811881188,1.44554455445545,1.43564356435644
"sum",1,1.01566265060241,1.1421686746988,1.0995983935743,1.16465863453815,1.27309236947791,1.24819277108434,1.43935742971888,1.35060240963855,1.43815261044177,1.43293172690763
"ave",1,1.01566265060241,1.1421686746988,1.0995983935743,1.16465863453815,1.27309236947791,1.24819277108434,1.43935742971888,1.35060240963855,1.43815261044177,1.43293172690763
"r_sum",1,1.01633165829146,1.14363484087102,1.09882747068677,1.16582914572864,1.27345058626466,1.24874371859296,1.44179229480737,1.35175879396985,1.4392797319933,1.43299832495812
"r_ave",1,1.01633165829146,1.14363484087102,1.09882747068677,1.16582914572864,1.27345058626466,1.24874371859296,1.44179229480737,1.35175879396985,1.4392797319933,1.43299832495812
"r_sum1-6",1,1.01464968152866,1.14203821656051,1.10191082802548,1.16369426751592,1.26942675159236,1.24458598726115,1.44140127388535,1.34904458598726,1.44012738853503,1.43375796178344
"r_ave1-6",1,1.01464968152866,1.14203821656051,1.10191082802548,1.16369426751592,1.26942675159236,1.24458598726115,1.44140127388535,1.34904458598726,1.44012738853503,1.43375796178344
"r_sum7-10",1,1.01955990220049,1.14669926650367,1.09290953545232,1.16992665036675,1.28117359413203,1.25672371638142,1.44254278728606,1.35696821515892,1.43765281173594,1.43154034229829
"r_ave7-10",1,1.01955990220049,1.14669926650367,1.09290953545232,1.16992665036675,1.28117359413203,1.25672371638142,1.44254278728606,1.35696821515892,1.43765281173594,1.43154034229829
